citation,context_text,extracted_text,predicted_label
"ע""פ 8641-12","31.	תיקון מס' 113 מתווה את העיקרון המנחה כיום את ביהמ""ש בבואו לגזור דינו של נאשם, שהינו, לפי סעיף 40 ב לחוק העונשין, עיקרון ההלימה, לפיו צריך להתקיים יחס הולם בין חומרת מעשי העבירה בנסיבותיו ומידת אשמו של הנאשם לבין סוג ומידת העונש המוטל עליו. יחס זה מבטא, למעשה, את עיקרון הגמול (ראו: ע.פ. 1523/10 פלוני נ' מדינת ישראל, 18/4/12, לא פורסם [פורסם בנבו]). סעיף 40 ג' לחוק העונשין קובע, כי על ביהמ""ש לקבוע מתחם עונש הולם למעשה העבירה שביצע הנאשם, בהתאם לעיקרון המנחה הנ""ל. לשם כך, יתחשב ביהמ""ש בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה, הכלולות בסעיף 40 ט' לחוק העונשין.
32.	על בית המשפט בשלב הראשון של יישום תיקון 113 לחוק העונשין, לבדוק האם העבירות בהן הורשע הנאשם מהוות אירוע אחד או כמה אירועים נפרדים, שאז לקבוע מתחם ענישה הולם לכל אירוע בנפרד ולאחר מכן לגזור עונש נפרד לכל אירוע (בד בבד עם קביעה האם ירוצו העונשים בחופף או במצטבר) או עונש כולל לאירועים כולם (סעיף 40י""ג (ב) לחוק העונשין) (ראו: ע""פ 8641-12 מוחמד סעד נ' מ""י, פורסם בנבו,  ניתן ביום 5.8.13).
33.	ומהתם להכא:","על בית המשפט בשלב הראשון של יישום תיקון 113 לחוק העונשין, לבדוק האם העבירות בהן הורשע הנאשם מהוות אירוע אחד או כמה אירועים נפרדים, שאז לקבוע מתחם ענישה הולם לכל אירוע בנפרד ולאחר מכן לגזור עונש נפרד לכל אירוע (בד בבד עם קביעה האם ירוצו העונשים בחופף או במצטבר) או עונש כולל לאירועים כולם (סעיף 40י""ג (ב) לחוק העונשין) (ראו: ע""פ 8641-12 מוחמד סעד נ' מ""י, פורסם בנבו,  ניתן ביום 5.8.13).",0
"ע""פ 602/02","במקרה דנן אין חולק, כי העבירות מושא כתב האישום מהוות אירוע אחד בגינו אקבע להלן את מתחם הענישה ההולם. אקדים ואציין, כי הערכים החברתיים, אשר נפגעו בנידון דידן כתוצאה מביצוע העבירות ע""י הנאשם – עבירות שעניינן כאמור סחיטה באיומים, סחיטה בכוח ואיומים, הינו – שלום ובטחון המתלונן בפרט ושלום ובטחון הציבור בכלל, כפי שטענה בנקודה זו ב""כ המאשימה ובצדק.
בע""פ 602/02  אוחנינה נ' מדינת ישראל ([פורסם בנבו] (ניתן ביום 22.4.02)) נקבע, כי:
""עבירה של סחיטה באיומים פוגעת באושיות סדרי החברה. ניצול חולשתו של אדם באיומים על בטחונו ושלומו, והטלת אימה כדי להשיג דבר מהקורבן מחייבת תגובה עונשית קשה"".","בע""פ 602/02 אוחנינה נ' מדינת ישראל ([פורסם בנבו] (ניתן ביום 22.4.02)) נקבע, כי: ""עבירה של סחיטה באיומים פוגעת באושיות סדרי החברה. ניצול חולשתו של אדם באיומים על בטחונו ושלומו, והטלת אימה כדי להשיג דבר מהקורבן מחייבת תגובה עונשית קשה"".",0
"ע""פ 6774/01","""עבירת סחיטה באיומים לפי סעיף 428 לחוק העונשין מכוונת לאלץ אדם באמצעות איום  ""לעשות מעשה או להימנע מעשיית מעשה שהוא רשאי לעשותו"". התנהגות כגון דא, כשלעצמה, מהווה עבירה מושלמת של סחיטה באיומים ללא קשר לשאלה האם האיום השיג את מטרתו. ברם, 'הצלחת' האיום מהווה מרכיב מחמיר לעניין הענישה, המעלה את העונש המרבי בעבירת סחיטה באיומים מ-7 שנים ל-9 שנים..."".
עוד יפים בענייננו, להמחשת חומרת עבירת הסחיטה באיומים, דבריו הבאים של כב' השופט א' לוי, כפי שנאמרו בע""פ 6774/01 מדינת ישראל נ' אלעלווין  ([פורסם בנבו] (1.1.2011)):
""סחיטה באיומים היא למרבה הדאבה תופעה נפוצה, אך רק לעיתים רחוקות אוזר הקורבן אומץ כדי לפנות לרשויות החוק, הואיל והוא חושש שידם של הסחטנים עלולה להשיג אותו במוקדם או במאוחר, מבלי שאנשי החוק יוכלו להושיעו. לפיכך, כשסוף סוף מעז מתלונן לבקש את הגנת החוק, יש לראות בכך הזדמנות לא רק להעניש את העבריין המסויים אשר נמצא כי חטא, אלא גם להעביר מסר לציבור בכלל, ולאלה שחוטאים בעבירות מן הסוג הזה בפרט, כי עבריינים בתחום זה עלולים לשלם על מעשיהם בדרך של שלילת חירותם לתקופה ארוכה. ענישה מסוג זה מטרתה איפוא משולבת, לתת ביטוי למידת הכיעור שבעבירה זו ולשאט הנפש שהיא מעוררת בלב השומע, והיא נועדה גם כדי לעודד את הקורבנות לשבור את קשר-השתיקה, ולהביא את דברם בפני רשויות החוק כדי לשים קץ לסחיטה בה הם נתונים..."".","עוד יפים בענייננו, להמחשת חומרת עבירת הסחיטה באיומים, דבריו הבאים של כב' השופט א' לוי, כפי שנאמרו בע""פ 6774/01 מדינת ישראל נ' אלעלווין  ([פורסם בנבו] (1.1.2011)):
""סחיטה באיומים היא למרבה הדאבה תופעה נפוצה, אך רק לעיתים רחוקות אוזר הקורבן אומץ כדי לפנות לרשויות החוק, הואיל והוא חושש שידם של הסחטנים עלולה להשיג אותו במוקדם או במאוחר, מבלי שאנשי החוק יוכלו להושיעו. לפיכך, כשסוף סוף מעז מתלונן לבקש את הגנת החוק, יש לראות בכך הזדמנות לא רק להעניש את העבריין המסויים אשר נמצא כי חטא, אלא גם להעביר מסר לציבור בכלל, ולאלה שחוטאים בעבירות מן הסוג הזה בפרט, כי עבריינים בתחום זה עלולים לשלם על מעשיהם בדרך של שלילת חירותם לתקופה ארוכה. ענישה מסוג זה מטרתה איפוא משולבת, לתת ביטוי למידת הכיעור שבעבירה זו ולשאט הנפש שהיא מעוררת בלב השומע, והיא נועדה גם כדי לעודד את הקורבנות לשבור את קשר-השתיקה, ולהביא את דברם בפני רשויות החוק כדי לשים קץ לסחיטה בה הם נתונים..."".",0
"ע""פ 357/15","36.	במסגרת בחינת מדיניות הענישה הנהוגה בעבירות שבפנינו, שעיקרן עבירת הסחיטה באיומים ועבירת הסחיטה בכוח, תובא הפסיקה דלהלן:
בע""פ 357/15 כעאבנה נ' מ""י (פורסם בנבו, 6.5.15)- הופחת על ידי בית המשפט העליון עונשו של המערער, שהורשע, לאחר שמיעת ראיות, בעבירת סחיטה באיומים, לפי סעיף 428 סיפא לחוק העונשין, מעונש של 36 חודשי מאסר לריצוי בפועל, לעונש של 30 חודשי מאסר בפועל. במקרה הנ""ל דובר במי שסחט באיומים את המתלונן, זאת תוך איום על המתלונן, כי אם לא יעביר לו סכומי כסף שונים, יפרסם צילומים אינטימיים של המתלונן עם אישה אחרת שאינה אשתו.
בע""פ 3304/12 פלוני נ' מ""י (פורסם בנבו, 11.3.13)- עסקינן במערער שהורשע בסחיטת אישה עימה ניהל רומן, תוך איום כי יפרסם את קיום יחסי המין ביניהם, שצולמו על ידו. המערער הנ""ל הורשע בבית המשפט המחוזי  גם בעבירה של תקיפה הגורמת חבלה של ממש ונדון ל- 28 חודשי מאסר בפועל-ערעורו נדחה.","בע""פ 357/15 כעאבנה נ' מ""י (פורסם בנבו, 6.5.15)- הופחת על ידי בית המשפט העליון עונשו של המערער, שהורשע, לאחר שמיעת ראיות, בעבירת סחיטה באיומים, לפי סעיף 428 סיפא לחוק העונשין, מעונש של 36 חודשי מאסר לריצוי בפועל, לעונש של 30 חודשי מאסר בפועל. במקרה הנ""ל דובר במי שסחט באיומים את המתלונן, זאת תוך איום על המתלונן, כי אם לא יעביר לו סכומי כסף שונים, יפרסם צילומים אינטימיים של המתלונן עם אישה אחרת שאינה אשתו.",1
"ע""פ 3304/12","בע""פ 357/15 כעאבנה נ' מ""י (פורסם בנבו, 6.5.15)- הופחת על ידי בית המשפט העליון עונשו של המערער, שהורשע, לאחר שמיעת ראיות, בעבירת סחיטה באיומים, לפי סעיף 428 סיפא לחוק העונשין, מעונש של 36 חודשי מאסר לריצוי בפועל, לעונש של 30 חודשי מאסר בפועל. במקרה הנ""ל דובר במי שסחט באיומים את המתלונן, זאת תוך איום על המתלונן, כי אם לא יעביר לו סכומי כסף שונים, יפרסם צילומים אינטימיים של המתלונן עם אישה אחרת שאינה אשתו.
בע""פ 3304/12 פלוני נ' מ""י (פורסם בנבו, 11.3.13)- עסקינן במערער שהורשע בסחיטת אישה עימה ניהל רומן, תוך איום כי יפרסם את קיום יחסי המין ביניהם, שצולמו על ידו. המערער הנ""ל הורשע בבית המשפט המחוזי  גם בעבירה של תקיפה הגורמת חבלה של ממש ונדון ל- 28 חודשי מאסר בפועל-ערעורו נדחה.
בע""פ 3654/08 מדינת ישראל נ' אלכסנדר גופמן (פורסם בנבו, ניתן ביום 4.11.08) - בית המשפט העליון קיבל את ערעור המדינה על קולת העונש, שהוטל על המשיב, שהורשע בעבירות שעניינן סחיטה באיומים, סחיטה בכוח, איומים והפרת הוראה חקוקה. בית המשפט העליון החמיר בעונש המאסר בפועל מ- 24 חודשי מאסר בפועל ל- 36 חודשים, תוך הפעלת מאסר על תנאי בן 18 חודש, במצטבר לעונש המאסר בפועל.","בע""פ 3304/12 פלוני נ' מ""י (פורסם בנבו, 11.3.13)- עסקינן במערער שהורשע בסחיטת אישה עימה ניהל רומן, תוך איום כי יפרסם את קיום יחסי המין ביניהם, שצולמו על ידו. המערער הנ""ל הורשע בבית המשפט המחוזי גם בעבירה של תקיפה הגורמת חבלה של ממש ונדון ל- 28 חודשי מאסר בפועל-ערעורו נדחה.",1
"ע""פ 3654/08","בע""פ 3304/12 פלוני נ' מ""י (פורסם בנבו, 11.3.13)- עסקינן במערער שהורשע בסחיטת אישה עימה ניהל רומן, תוך איום כי יפרסם את קיום יחסי המין ביניהם, שצולמו על ידו. המערער הנ""ל הורשע בבית המשפט המחוזי  גם בעבירה של תקיפה הגורמת חבלה של ממש ונדון ל- 28 חודשי מאסר בפועל-ערעורו נדחה.
בע""פ 3654/08 מדינת ישראל נ' אלכסנדר גופמן (פורסם בנבו, ניתן ביום 4.11.08) - בית המשפט העליון קיבל את ערעור המדינה על קולת העונש, שהוטל על המשיב, שהורשע בעבירות שעניינן סחיטה באיומים, סחיטה בכוח, איומים והפרת הוראה חקוקה. בית המשפט העליון החמיר בעונש המאסר בפועל מ- 24 חודשי מאסר בפועל ל- 36 חודשים, תוך הפעלת מאסר על תנאי בן 18 חודש, במצטבר לעונש המאסר בפועל.
בע""פ 7566/03 סנין נ' מ""י (פורסם בנבו, 24.2.04)- המדובר במערער עליו הושת בבית המשפט המחוזי עונש של 30 חודשי מאסר בפועל בגין סחיטת סכומי כסף נכבדים מ- 3 נשים, שהגיעו לבתי מלון עם בני זוג שאינם בעליהן. ערעורו של המערער הנ""ל על חומרת העונש נדחה.","בע""פ 3654/08 מדינת ישראל נ' אלכסנדר גופמן (פורסם בנבו, ניתן ביום 4.11.08) - בית המשפט העליון קיבל את ערעור המדינה על קולת העונש, שהוטל על המשיב, שהורשע בעבירות שעניינן סחיטה באיומים, סחיטה בכוח, איומים והפרת הוראה חקוקה. בית המשפט העליון החמיר בעונש המאסר בפועל מ- 24 חודשי מאסר בפועל ל- 36 חודשים, תוך הפעלת מאסר על תנאי בן 18 חודש, במצטבר לעונש המאסר בפועל.",1
"ע""פ 7566/03","בע""פ 3654/08 מדינת ישראל נ' אלכסנדר גופמן (פורסם בנבו, ניתן ביום 4.11.08) - בית המשפט העליון קיבל את ערעור המדינה על קולת העונש, שהוטל על המשיב, שהורשע בעבירות שעניינן סחיטה באיומים, סחיטה בכוח, איומים והפרת הוראה חקוקה. בית המשפט העליון החמיר בעונש המאסר בפועל מ- 24 חודשי מאסר בפועל ל- 36 חודשים, תוך הפעלת מאסר על תנאי בן 18 חודש, במצטבר לעונש המאסר בפועל.
בע""פ 7566/03 סנין נ' מ""י (פורסם בנבו, 24.2.04)- המדובר במערער עליו הושת בבית המשפט המחוזי עונש של 30 חודשי מאסר בפועל בגין סחיטת סכומי כסף נכבדים מ- 3 נשים, שהגיעו לבתי מלון עם בני זוג שאינם בעליהן. ערעורו של המערער הנ""ל על חומרת העונש נדחה.
בת""פ (מחוזי חיפה) 49308-05-12 מ""י נ' דאוד [פורסם בנבו] (ניתן ביום 11.10.12)- הושת על הנאשם, שהורשע, מכוח הודאתו, בעבירה של סחיטה באיומים, לפי סעיף 428  רישא וסיפא לחוק העונשין (ריבוי מקרים) ובעבירה של תקיפה סתם, עונש של 36 חודשי מאסר בפועל, תוך הפעלת מאסר על תנאי בן 12 חודש, במצטבר. במקרה הנ""ל דובר בנאשם בעל עבר פלילי מכביד.","בע""פ 7566/03 סנין נ' מ""י (פורסם בנבו, 24.2.04)- המדובר במערער עליו הושת בבית המשפט המחוזי עונש של 30 חודשי מאסר בפועל בגין סחיטת סכומי כסף נכבדים מ- 3 נשים, שהגיעו לבתי מלון עם בני זוג שאינם בעליהן. ערעורו של המערער הנ""ל על חומרת העונש נדחה.",1
"ת""פ (מחוזי חיפה) 49308-05-12","בע""פ 7566/03 סנין נ' מ""י (פורסם בנבו, 24.2.04)- המדובר במערער עליו הושת בבית המשפט המחוזי עונש של 30 חודשי מאסר בפועל בגין סחיטת סכומי כסף נכבדים מ- 3 נשים, שהגיעו לבתי מלון עם בני זוג שאינם בעליהן. ערעורו של המערער הנ""ל על חומרת העונש נדחה.
בת""פ (מחוזי חיפה) 49308-05-12 מ""י נ' דאוד [פורסם בנבו] (ניתן ביום 11.10.12)- הושת על הנאשם, שהורשע, מכוח הודאתו, בעבירה של סחיטה באיומים, לפי סעיף 428  רישא וסיפא לחוק העונשין (ריבוי מקרים) ובעבירה של תקיפה סתם, עונש של 36 חודשי מאסר בפועל, תוך הפעלת מאסר על תנאי בן 12 חודש, במצטבר. במקרה הנ""ל דובר בנאשם בעל עבר פלילי מכביד.
בת""פ (מחוזי חיפה) 8819-02-12 מ""י נ' בן דהן ואח' [פורסם בנבו] (ניתן ביום 11.9.12)- הושת על נאשם 1 שהורשע, עפ""י הודאתו, בביצוע עבירה של סחיטה בכוח, בצוותא חדא, מכוח סעיף 427(ב) סיפא וסעיף 29 לחוק העונשין, בצד עבירה של תקיפה הגורמת חבלה של ממש בנסיבות מחמירות, עונש של 12 חודשי מאסר בפועל בצד רכיבי ענישה נילווים, ואילו על נאשם 2 בתיק הנ""ל הושת עונש מקל של מאסר על תנאי, בצד צו מבחן וצו של""צ, זאת בהינתן המלצת תסקיר שירות המבחן בעניינו של הנאשם הנ""ל שהיה  בעת הרלוונטית חייל בשירות סדיר.","בת""פ (מחוזי חיפה) 49308-05-12 מ""י נ' דאוד [פורסם בנבו] (ניתן ביום 11.10.12)- הושת על הנאשם, שהורשע, מכוח הודאתו, בעבירה של סחיטה באיומים, לפי סעיף 428 רישא וסיפא לחוק העונשין (ריבוי מקרים) ובעבירה של תקיפה סתם, עונש של 36 חודשי מאסר בפועל, תוך הפעלת מאסר על תנאי בן 12 חודש, במצטבר. במקרה הנ""ל דובר בנאשם בעל עבר פלילי מכביד.",1
"ת""פ (מחוזי חיפה) 8819-02-12","בת""פ (מחוזי חיפה) 49308-05-12 מ""י נ' דאוד [פורסם בנבו] (ניתן ביום 11.10.12)- הושת על הנאשם, שהורשע, מכוח הודאתו, בעבירה של סחיטה באיומים, לפי סעיף 428  רישא וסיפא לחוק העונשין (ריבוי מקרים) ובעבירה של תקיפה סתם, עונש של 36 חודשי מאסר בפועל, תוך הפעלת מאסר על תנאי בן 12 חודש, במצטבר. במקרה הנ""ל דובר בנאשם בעל עבר פלילי מכביד.
בת""פ (מחוזי חיפה) 8819-02-12 מ""י נ' בן דהן ואח' [פורסם בנבו] (ניתן ביום 11.9.12)- הושת על נאשם 1 שהורשע, עפ""י הודאתו, בביצוע עבירה של סחיטה בכוח, בצוותא חדא, מכוח סעיף 427(ב) סיפא וסעיף 29 לחוק העונשין, בצד עבירה של תקיפה הגורמת חבלה של ממש בנסיבות מחמירות, עונש של 12 חודשי מאסר בפועל בצד רכיבי ענישה נילווים, ואילו על נאשם 2 בתיק הנ""ל הושת עונש מקל של מאסר על תנאי, בצד צו מבחן וצו של""צ, זאת בהינתן המלצת תסקיר שירות המבחן בעניינו של הנאשם הנ""ל שהיה  בעת הרלוונטית חייל בשירות סדיר.
בת""פ (מחוזי באר שבע) 58221-12-12 מ""י נ' בנסטי (פורסם בנבו, 7.7.14)- הושת על נאשם, שהורשע, מכוח הודאתו בעובדות כתב אישום מתוקן, בעבירה של סחיטה באיומים, עבירה לפי סעיף 428 סיפא לחוק העונשין, עונש של 24 חודשי מאסר בפועל, בצירוף רכיבי ענישה נלווים. במקרה הנ""ל דובר בנאשם בעל עבר פלילי מכביד, אף כי עיקר עברו הפלילי היה ישן למדי.","בת""פ (מחוזי חיפה) 8819-02-12 מ""י נ' בן דהן ואח' [פורסם בנבו] (ניתן ביום 11.9.12)- הושת על נאשם 1 שהורשע, עפ""י הודאתו, בביצוע עבירה של סחיטה בכוח, בצוותא חדא, מכוח סעיף 427(ב) סיפא וסעיף 29 לחוק העונשין, בצד עבירה של תקיפה הגורמת חבלה של ממש בנסיבות מחמירות, עונש של 12 חודשי מאסר בפועל בצד רכיבי ענישה נילווים, ואילו על נאשם 2 בתיק הנ""ל הושת עונש מקל של מאסר על תנאי, בצד צו מבחן וצו של""צ, זאת בהינתן המלצת תסקיר שירות המבחן בעניינו של הנאשם הנ""ל שהיה בעת הרלוונטית חייל בשירות סדיר.",1
"ת""פ (מחוזי באר שבע) 58221-12-12","בת""פ (מחוזי חיפה) 8819-02-12 מ""י נ' בן דהן ואח' [פורסם בנבו] (ניתן ביום 11.9.12)- הושת על נאשם 1 שהורשע, עפ""י הודאתו, בביצוע עבירה של סחיטה בכוח, בצוותא חדא, מכוח סעיף 427(ב) סיפא וסעיף 29 לחוק העונשין, בצד עבירה של תקיפה הגורמת חבלה של ממש בנסיבות מחמירות, עונש של 12 חודשי מאסר בפועל בצד רכיבי ענישה נילווים, ואילו על נאשם 2 בתיק הנ""ל הושת עונש מקל של מאסר על תנאי, בצד צו מבחן וצו של""צ, זאת בהינתן המלצת תסקיר שירות המבחן בעניינו של הנאשם הנ""ל שהיה  בעת הרלוונטית חייל בשירות סדיר.
בת""פ (מחוזי באר שבע) 58221-12-12 מ""י נ' בנסטי (פורסם בנבו, 7.7.14)- הושת על נאשם, שהורשע, מכוח הודאתו בעובדות כתב אישום מתוקן, בעבירה של סחיטה באיומים, עבירה לפי סעיף 428 סיפא לחוק העונשין, עונש של 24 חודשי מאסר בפועל, בצירוף רכיבי ענישה נלווים. במקרה הנ""ל דובר בנאשם בעל עבר פלילי מכביד, אף כי עיקר עברו הפלילי היה ישן למדי.
37.	לאחר שסקרתי את הערכים החברתיים שנפגעו כתוצאה מביצוע העבירות שבפנינו על ידי הנאשם, כמו גם את נסיבות ביצוע העבירות ואת מדיניות הענישה הנהוגה, הגעתי לכלל מסקנה כי מתחם העונש ההולם בנידון דידן נע בין עונש של 18 חודשי מאסר בפועל לבין עונש של 36 חודשי מאסר בפועל.","בת""פ (מחוזי באר שבע) 58221-12-12 מ""י נ' בנסטי (פורסם בנבו, 7.7.14)- הושת על נאשם, שהורשע, מכוח הודאתו בעובדות כתב אישום מתוקן, בעבירה של סחיטה באיומים, עבירה לפי סעיף 428 סיפא לחוק העונשין, עונש של 24 חודשי מאסר בפועל, בצירוף רכיבי ענישה נלווים. במקרה הנ""ל דובר בנאשם בעל עבר פלילי מכביד, אף כי עיקר עברו הפלילי היה ישן למדי.",1
