citation,context_text,extracted_text,predicted_label
"ע""פ 972/11","http://www.antidrugs.org.il/pages/924.aspx). הפגיעה ביחיד חוזרת חלילה לפגיעה בחברה. השימוש בסם מסוג קוקאין יוצר צורך להמשיך ולהשתמש. כתוצאה מכך עליו לחפש מקורות כספיים למימון רכישת הסם, לאו דווקא בדרכים חוקיות, תוך שהוא חווה הידרדרות מתמדת בתפקוד הפיזי והקוגנטיבי שלו.
בישראל – כמו בכל מדינות המערב - המאבק בסמים נמצא בעיצומו, והוא צפוי (כך נראה היום) לעבור עוד כברת דרך ארוכה. חומרת התופעה מודגמת, בין היתר, באמצעות סקר שערכה הרשות הלאומית למלחמה בסמים במהלך שנת 2009. בסקר זה נדגמו 7,700 תלמידים בכיתות ז'-י""ב. למעלה מ-10% מן התלמידים דיווחו על שימוש בסם בלתי-חוקי כלשהו במהלך השנה שקדמה לעריכת הסקר. כ-6% דיווחו על שימוש בסמים המוגדרים קשים, ובהם קוקאין, אקסטזי ומתדון (דו""ח המחקר המסכם מצוי אף הוא באתר הרשות). לצורך ההכרעה בערעור זה אין צורך לקבל את הסטטיסטיקה האמורה כמשקפת את האמת להווייתה. די לומר כי אף חלק מהנוער נשאב אל תוך מערבולת הסמים. זהו נימוק נוסף לחומרת המעשים..."" (ראו בע""פ 972/11 מדינת ישראל נגד יונה [4.7.12], בפסקה 4).
12.	באשר לנסיבות הקשורות בביצוע העבירה, לפי סעיף 40ט(א) לחוק העונשין, ייאמר, כי המדובר באירוע פלילי המחייב באופן אינהרנטי תכנון. הנאשם טס לפריז, משם חזר ארצה כעבור 6 ימים, ובאמתחתו מזוודה ובה סם קשה מסוג קוקאין במשקל רב של כמעט 5 ק""ג. מטיעוני ב""כ המאשימה הבנתי, כי הנאשם שימש כבלדר סמים, כאשר מבחינתו המניע היה כספי, ולטענתו על רקע חובות שצבר מהימורים ואיומים שחווה מגורמים עברייניים.","""ראו בע""פ 972/11 מדינת ישראל נגד יונה [4.7.12], בפסקה 4).""",0
"ע""פ 7044/11","13.	מפסיקת בית-המשפט העליון עולה מסר ברור באשר לצורך לנקוט בענישה משמעותית כלפי כל המעורבים בשרשרת הפצת הסמים, לרבות כלפי הבלדרים המייבאים ומכניסים סמים לישראל:
""על בתי המשפט לנקוט במדיניות ענישה משמעותית כלפי כל המעורבים בשרשרת הפצת הסמים, שכן רק בדרך זו ניתן יהיה לפעול למיגור התופעה. על אף העובדה כי המערערים שימשו כבלדרים, ולא עמדו בראש שרשרת הפצת הסם – הרי שהשיטה העומדת במרכז התופעה נשענת, במידה רבה, על נכונותם של המערערים ושכמותם לבצע את העבירות האמורות... מכאן עולה שמאבק בתופעת ההסתננות וייבוא הסמים לתחומי המדינה מחייב הרתעה אפקטיבית של כלל השותפים למבצעי ההברחה, המודעים לחומרת העבירות הכרוכות במכלול, וזאת באמצעות ענישה משמעותית שתאיין את כדאיות ביצוע המעשים האסורים."" (ע""פ 7044/11 עבד נגד מדינת ישראל [17.6.12], פסקאות 8 ו – 9).
14. 	מתחם העונש ההולם ייקבע בהתחשב במדיניות ענישה זו ובנסיבות ביצוע העבירות, כאשר בכל הנוגע לעבירות סמים, כמות היא גם איכות: הכנסת 4.922 ק""ג קוקאין לישראל היא פגיעה שונה במהותה מאשר הכנסת סם בכמות קטנה (מבלי להקל ראש בגרם אחד של קוקאין המוחדר ארצה). עם זאת יובהר, כי העונש אינו גדל ביחס ישר למשקל הסם, ועל כן קיים מנעד ענישה רחב למדי בעניינם של בלדרים מייבאי הסמים.","""על בתי המשפט לנקוט במדיניות ענישה משמעותית כלפי כל המעורבים בשרשרת הפצת הסמים, שכן רק בדרך זו ניתן יהיה לפעול למיגור התופעה. על אף העובדה כי המערערים שימשו כבלדרים, ולא עמדו בראש שרשרת הפצת הסם – הרי שהשיטה העומדת במרכז התופעה נשענת, במידה רבה, על נכונותם של המערערים ושכמותם לבצע את העבירות האמורות... מכאן עולה שמאבק בתופעת ההסתננות וייבוא הסמים לתחומי המדינה מחייב הרתעה אפקטיבית של כלל השותפים למבצעי ההברחה, המודעים לחומרת העבירות הכרוכות במכלול, וזאת באמצעות ענישה משמעותית שתאיין את כדאיות ביצוע המעשים האסורים."" (ע""פ 7044/11 עבד נגד מדינת ישראל [17.6.12], פסקאות 8 ו – 9).",0
"ע""פ 3931/13","15.	עיינתי בפסיקה שהוצגה על-ידי ב""כ הצדדים ובפסיקה נוספת, ולצורך קביעת מתחם העונש ההולם אציין את המרכזיים שבהם:
ע""פ 3931/13 באום נגד מדינת ישראל [10.6.14] - עניינו במערער שהורשע על פי הודאתו בביצוע עבירה של ייבוא סם מסוכן בכך שבעת שהותו בישראל, סיכם עם שניים נוספים כי יפעל במהלך שהותו בדרום אמריקה לייבא סמים, כשהנאשמים האחרים הפקידו כספים בחשבונו של המערער לבקשתו. המערער הגיע לישראל כשבגופו 71 קפסולות שהכילו קוקאין במשקל של כחצי ק""ג. יצויין, כי הוסכם בין הצדדים כי המערער תרם תרומה משמעותית לקידום החקירה. בית-המשפט המחוזי קבע מתחם עונש הולם שנע בין 30 ל – 45 חודשי מאסר בפועל, ועל רקע עברו הנקי, גילו, שיתוף הפעולה האמור וגזר-דין של אחד מהקושרים, הושת עליו עונש של 40 חודשי מאסר בפועל וקנס בסך 7000 ₪. ערעור על חומרת העונש נדחה.
ע""פ 8031/10 צ'אבז נגד מדינת ישראל [1.3.12] – עניינו בשתי מערערות - אחיות, אזרחיות זרות, אשר הורשעו בעבירות של קשירת קשר לביצוע פשע וייבוא סם. השתיים שימשו כבלדריות להעברת סם מסוג קוקאין מבוליביה לישראל; בהזדמנות אחת קיבלו כ – 2 ק""ג קוקאין, בלעו אותו ארוז לגופן, הביאו אותו לישראל וקיבלו עבורו 60000 יורו בקירוב; בהזדמנות נוספת בלעו כ – 3 ק""ג סם מסוג קוקאין ארוזים, והביאו אותם ארצה. שתי המערערות צעירות, אמהות לילדים קטנים, אשר גדלו בנסיבות משפחתיות קשות. בית-המשפט המחוזי הטיל על כל אחת מהן עונש של 6.5 שנות מאסר בפועל. ערעור על חומרת העונש התקבל ועונשן הופחת לחמש שנים וחצי מאסר בפועל בשל עקרון אחידות הענישה והפער בין העונש שהוטל על האחיות לבין זה שהוטל על אימן (שהיתה אף היא מעורבת בפרשה), וכן בשל שיתוף הפעולה הממשי של המערערות עם רשויות האכיפה.","ע""פ 3931/13 באום נגד מדינת ישראל [10.6.14] - עניינו במערער שהורשע על פי הודאתו בביצוע עבירה של ייבוא סם מסוכן בכך שבעת שהותו בישראל, סיכם עם שניים נוספים כי יפעל במהלך שהותו בדרום אמריקה לייבא סמים, כשהנאשמים האחרים הפקידו כספים בחשבונו של המערער לבקשתו. המערער הגיע לישראל כשבגופו 71 קפסולות שהכילו קוקאין במשקל של כחצי ק""ג. יצויין, כי הוסכם בין הצדדים כי המערער תרם תרומה משמעותית לקידום החקירה. בית-המשפט המחוזי קבע מתחם עונש הולם שנע בין 30 ל – 45 חודשי מאסר בפועל, ועל רקע עברו הנקי, גילו, שיתוף הפעולה האמור וגזר-דין של אחד מהקושרים, הושת עליו עונש של 40 חודשי מאסר בפועל וקנס בסך 7000 ₪. ערעור על חומרת העונש נדחה.",1
"ע""פ 8031/10","ע""פ 3931/13 באום נגד מדינת ישראל [10.6.14] - עניינו במערער שהורשע על פי הודאתו בביצוע עבירה של ייבוא סם מסוכן בכך שבעת שהותו בישראל, סיכם עם שניים נוספים כי יפעל במהלך שהותו בדרום אמריקה לייבא סמים, כשהנאשמים האחרים הפקידו כספים בחשבונו של המערער לבקשתו. המערער הגיע לישראל כשבגופו 71 קפסולות שהכילו קוקאין במשקל של כחצי ק""ג. יצויין, כי הוסכם בין הצדדים כי המערער תרם תרומה משמעותית לקידום החקירה. בית-המשפט המחוזי קבע מתחם עונש הולם שנע בין 30 ל – 45 חודשי מאסר בפועל, ועל רקע עברו הנקי, גילו, שיתוף הפעולה האמור וגזר-דין של אחד מהקושרים, הושת עליו עונש של 40 חודשי מאסר בפועל וקנס בסך 7000 ₪. ערעור על חומרת העונש נדחה.
ע""פ 8031/10 צ'אבז נגד מדינת ישראל [1.3.12] – עניינו בשתי מערערות - אחיות, אזרחיות זרות, אשר הורשעו בעבירות של קשירת קשר לביצוע פשע וייבוא סם. השתיים שימשו כבלדריות להעברת סם מסוג קוקאין מבוליביה לישראל; בהזדמנות אחת קיבלו כ – 2 ק""ג קוקאין, בלעו אותו ארוז לגופן, הביאו אותו לישראל וקיבלו עבורו 60000 יורו בקירוב; בהזדמנות נוספת בלעו כ – 3 ק""ג סם מסוג קוקאין ארוזים, והביאו אותם ארצה. שתי המערערות צעירות, אמהות לילדים קטנים, אשר גדלו בנסיבות משפחתיות קשות. בית-המשפט המחוזי הטיל על כל אחת מהן עונש של 6.5 שנות מאסר בפועל. ערעור על חומרת העונש התקבל ועונשן הופחת לחמש שנים וחצי מאסר בפועל בשל עקרון אחידות הענישה והפער בין העונש שהוטל על האחיות לבין זה שהוטל על אימן (שהיתה אף היא מעורבת בפרשה), וכן בשל שיתוף הפעולה הממשי של המערערות עם רשויות האכיפה.
ת""פ (מחוזי מרכז) 737-10-13 מדינת ישראל נגד LOPEZ [6.1.14] -","ע""פ 8031/10 צ'אבז נגד מדינת ישראל [1.3.12] – עניינו בשתי מערערות - אחיות, אזרחיות זרות, אשר הורשעו בעבירות של קשירת קשר לביצוע פשע וייבוא סם. השתיים שימשו כבלדריות להעברת סם מסוג קוקאין מבוליביה לישראל; בהזדמנות אחת קיבלו כ – 2 ק""ג קוקאין, בלעו אותו ארוז לגופן, הביאו אותו לישראל וקיבלו עבורו 60000 יורו בקירוב; בהזדמנות נוספת בלעו כ – 3 ק""ג סם מסוג קוקאין ארוזים, והביאו אותם ארצה. שתי המערערות צעירות, אמהות לילדים קטנים, אשר גדלו בנסיבות משפחתיות קשות. בית-המשפט המחוזי הטיל על כל אחת מהן עונש של 6.5 שנות מאסר בפועל. ערעור על חומרת העונש התקבל ועונשן הופחת לחמש שנים וחצי מאסר בפועל בשל עקרון אחידות הענישה והפער בין העונש שהוטל על האחיות לבין זה שהוטל על אימן (שהיתה אף היא מעורבת בפרשה), וכן בשל שיתוף הפעולה הממשי של המערערות עם רשויות האכיפה.",1
"ת""פ (מחוזי מרכז) 737-10-13","ע""פ 8031/10 צ'אבז נגד מדינת ישראל [1.3.12] – עניינו בשתי מערערות - אחיות, אזרחיות זרות, אשר הורשעו בעבירות של קשירת קשר לביצוע פשע וייבוא סם. השתיים שימשו כבלדריות להעברת סם מסוג קוקאין מבוליביה לישראל; בהזדמנות אחת קיבלו כ – 2 ק""ג קוקאין, בלעו אותו ארוז לגופן, הביאו אותו לישראל וקיבלו עבורו 60000 יורו בקירוב; בהזדמנות נוספת בלעו כ – 3 ק""ג סם מסוג קוקאין ארוזים, והביאו אותם ארצה. שתי המערערות צעירות, אמהות לילדים קטנים, אשר גדלו בנסיבות משפחתיות קשות. בית-המשפט המחוזי הטיל על כל אחת מהן עונש של 6.5 שנות מאסר בפועל. ערעור על חומרת העונש התקבל ועונשן הופחת לחמש שנים וחצי מאסר בפועל בשל עקרון אחידות הענישה והפער בין העונש שהוטל על האחיות לבין זה שהוטל על אימן (שהיתה אף היא מעורבת בפרשה), וכן בשל שיתוף הפעולה הממשי של המערערות עם רשויות האכיפה.
ת""פ (מחוזי מרכז) 737-10-13 מדינת ישראל נגד LOPEZ [6.1.14] -
הנאשם, אזרח זר כבן 64, הורשע על פי הודאתו בעבירה של ייבוא סם מסוכן. הנאשם הסכים להצעתו של אחר לייבא מקולומביה לישראל 7 ק""ג קוקאין, והציע לאחרת [להלן: ""מריה""] להצטרף אליו לנסיעה תמורת כסף, על-מנת לא לעורר חשד. הנאשם ומריה נחתו בנתב""ג, כשבמזוודתו של הנאשם נמצא קוקאין במשקל של כ- 3.5 ק""ג, ובמזוודתה של מריה נמצא קוקאין במשקל של 3.8 ק""ג. בית המשפט המחוזי קבע מתחם ענישה שנע בין 5 ל- 7.5 שנות מאסר, וגזר על הנאשם 5 שנות מאסר בפועל.","ת""פ (מחוזי מרכז) 737-10-13 מדינת ישראל נגד LOPEZ [6.1.14] - הנאשם, אזרח זר כבן 64, הורשע על פי הודאתו בעבירה של ייבוא סם מסוכן. הנאשם הסכים להצעתו של אחר לייבא מקולומביה לישראל 7 ק""ג קוקאין, והציע לאחרת [להלן: ""מריה""] להצטרף אליו לנסיעה תמורת כסף, על-מנת לא לעורר חשד. הנאשם ומריה נחתו בנתב""ג, כשבמזוודתו של הנאשם נמצא קוקאין במשקל של כ- 3.5 ק""ג, ובמזוודתה של מריה נמצא קוקאין במשקל של 3.8 ק""ג. בית המשפט המחוזי קבע מתחם ענישה שנע בין 5 ל- 7.5 שנות מאסר, וגזר על הנאשם 5 שנות מאסר בפועל.",1
"ת""פ 607-10-13","הנאשם, אזרח זר כבן 64, הורשע על פי הודאתו בעבירה של ייבוא סם מסוכן. הנאשם הסכים להצעתו של אחר לייבא מקולומביה לישראל 7 ק""ג קוקאין, והציע לאחרת [להלן: ""מריה""] להצטרף אליו לנסיעה תמורת כסף, על-מנת לא לעורר חשד. הנאשם ומריה נחתו בנתב""ג, כשבמזוודתו של הנאשם נמצא קוקאין במשקל של כ- 3.5 ק""ג, ובמזוודתה של מריה נמצא קוקאין במשקל של 3.8 ק""ג. בית המשפט המחוזי קבע מתחם ענישה שנע בין 5 ל- 7.5 שנות מאסר, וגזר על הנאשם 5 שנות מאסר בפועל.
עניינה של מריה נדון במסגרת ת""פ 607-10-13 (מחוזי מרכז) מדינת ישראל נגד ARBELAEZ [2.9.14] (הוגש על-ידי ההגנה). בית-המשפט המחוזי קבע מתחם עונש הולם אשר נע בין 4 ל – 6.5 שנות מאסר, והשית על מריה 4 שנות מאסר בפועל, בין השאר לאור העובדה שייבאה כמות קטנה יותר של סם ונסיבותיה האישיות.
ת""פ 18588-11-10 (מחוזי מרכז) מדינת ישראל נגד דרבאשי [14.6.11]: הנאשם הורשע על פי הודאתו בעבירה של ייבוא סם מסוכן, בכך שהטמין בתרמילו, בעצמו או באמצעות אדם אחר מטעמו, סם מסוג קוקאין, ונחת בשדה התעופה בישראל כשהוא נושא בתרמילו, בדופן כפולה, חבילת קוקאין במשקל של 3.44 ק""ג ברוטו. הוסכם, כי התביעה תגביל עצמה לעתירה עונשית של 6 שנות מאסר בפועל. הנאשם, כבן 27, גילה בזמנו מעורבות מסוימת בעבריינות סמים ובעל שתי הרשעות קודמות, אם כי לא ריצה עונש מאסר בפועל. נקבע, כי הנאשם נדרש לבצע את הבלדרות בלחץ של מלווים בשוק האפור. בית המשפט המחוזי השית על הנאשם 56 חודשי מאסר בפועל וקנס בסך 4000 ₪.","עניינה של מריה נדון במסגרת ת""פ 607-10-13 (מחוזי מרכז) מדינת ישראל נגד ARBELAEZ [2.9.14] (הוגש על-ידי ההגנה). בית-המשפט המחוזי קבע מתחם עונש הולם אשר נע בין 4 ל – 6.5 שנות מאסר, והשית על מריה 4 שנות מאסר בפועל, בין השאר לאור העובדה שייבאה כמות קטנה יותר של סם ונסיבותיה האישיות.",1
"ת""פ 18588-11-10","עניינה של מריה נדון במסגרת ת""פ 607-10-13 (מחוזי מרכז) מדינת ישראל נגד ARBELAEZ [2.9.14] (הוגש על-ידי ההגנה). בית-המשפט המחוזי קבע מתחם עונש הולם אשר נע בין 4 ל – 6.5 שנות מאסר, והשית על מריה 4 שנות מאסר בפועל, בין השאר לאור העובדה שייבאה כמות קטנה יותר של סם ונסיבותיה האישיות.
ת""פ 18588-11-10 (מחוזי מרכז) מדינת ישראל נגד דרבאשי [14.6.11]: הנאשם הורשע על פי הודאתו בעבירה של ייבוא סם מסוכן, בכך שהטמין בתרמילו, בעצמו או באמצעות אדם אחר מטעמו, סם מסוג קוקאין, ונחת בשדה התעופה בישראל כשהוא נושא בתרמילו, בדופן כפולה, חבילת קוקאין במשקל של 3.44 ק""ג ברוטו. הוסכם, כי התביעה תגביל עצמה לעתירה עונשית של 6 שנות מאסר בפועל. הנאשם, כבן 27, גילה בזמנו מעורבות מסוימת בעבריינות סמים ובעל שתי הרשעות קודמות, אם כי לא ריצה עונש מאסר בפועל. נקבע, כי הנאשם נדרש לבצע את הבלדרות בלחץ של מלווים בשוק האפור. בית המשפט המחוזי השית על הנאשם 56 חודשי מאסר בפועל וקנס בסך 4000 ₪.
ת""פ 9160-02-15 (מחוזי מרכז) מדינת ישראל נגד מזרחי [4.2.16]:  הנאשם הורשע על יסוד הודאתו בעבירות של ייבוא סם מסוכן והחזקת סם מסוכן שלא לצריכה עצמית בכך שטס מישראל לברזיל, שם קיבל מאחר שזהותו אינה ידועה קוקאין במשקל של 1977 גרם נטו. בהמשך, הנאשם נחת בישראל כשהוא נושא בכליו את הסם האמור, שהוסלק בתוך שני פסלים. 	הנאשם, רווק כבן 30, ללא עבר פלילי. תיאר מעורבות עם גורמים שוליים, בין היתר בעקבות חובות הימורים שצבר. בית-המשפט המחוזי קבע מתחם ענישה שנע בין 45 ל- 85 חודשי מאסר בפועל, והושת עונש של 45 חודשי מאסר בפועל וקנס על סך 5000 ₪.","ת""פ 18588-11-10 (מחוזי מרכז) מדינת ישראל נגד דרבאשי [14.6.11]: הנאשם הורשע על פי הודאתו בעבירה של ייבוא סם מסוכן, בכך שהטמין בתרמילו, בעצמו או באמצעות אדם אחר מטעמו, סם מסוג קוקאין, ונחת בשדה התעופה בישראל כשהוא נושא בתרמילו, בדופן כפולה, חבילת קוקאין במשקל של 3.44 ק""ג ברוטו. הוסכם, כי התביעה תגביל עצמה לעתירה עונשית של 6 שנות מאסר בפועל. הנאשם, כבן 27, גילה בזמנו מעורבות מסוימת בעבריינות סמים ובעל שתי הרשעות קודמות, אם כי לא ריצה עונש מאסר בפועל. נקבע, כי הנאשם נדרש לבצע את הבלדרות בלחץ של מלווים בשוק האפור. בית המשפט המחוזי השית על הנאשם 56 חודשי מאסר בפועל וקנס בסך 4000 ₪.",1
"ת""פ 9160-02-15","ת""פ 18588-11-10 (מחוזי מרכז) מדינת ישראל נגד דרבאשי [14.6.11]: הנאשם הורשע על פי הודאתו בעבירה של ייבוא סם מסוכן, בכך שהטמין בתרמילו, בעצמו או באמצעות אדם אחר מטעמו, סם מסוג קוקאין, ונחת בשדה התעופה בישראל כשהוא נושא בתרמילו, בדופן כפולה, חבילת קוקאין במשקל של 3.44 ק""ג ברוטו. הוסכם, כי התביעה תגביל עצמה לעתירה עונשית של 6 שנות מאסר בפועל. הנאשם, כבן 27, גילה בזמנו מעורבות מסוימת בעבריינות סמים ובעל שתי הרשעות קודמות, אם כי לא ריצה עונש מאסר בפועל. נקבע, כי הנאשם נדרש לבצע את הבלדרות בלחץ של מלווים בשוק האפור. בית המשפט המחוזי השית על הנאשם 56 חודשי מאסר בפועל וקנס בסך 4000 ₪.
ת""פ 9160-02-15 (מחוזי מרכז) מדינת ישראל נגד מזרחי [4.2.16]:  הנאשם הורשע על יסוד הודאתו בעבירות של ייבוא סם מסוכן והחזקת סם מסוכן שלא לצריכה עצמית בכך שטס מישראל לברזיל, שם קיבל מאחר שזהותו אינה ידועה קוקאין במשקל של 1977 גרם נטו. בהמשך, הנאשם נחת בישראל כשהוא נושא בכליו את הסם האמור, שהוסלק בתוך שני פסלים. 	הנאשם, רווק כבן 30, ללא עבר פלילי. תיאר מעורבות עם גורמים שוליים, בין היתר בעקבות חובות הימורים שצבר. בית-המשפט המחוזי קבע מתחם ענישה שנע בין 45 ל- 85 חודשי מאסר בפועל, והושת עונש של 45 חודשי מאסר בפועל וקנס על סך 5000 ₪.
ת""פ (מחוזי מרכז) 13718-09-16 מדינת ישראל נגד מרסל [26.6.17]– עניינו בנאשם שהורשע על יסוד הודאתו בעבירות של ייבוא סם מסוכן, קשירת קשר לפשע ובהחזקת סם שלא לצריכה עצמית. הנאשם אזרח ברזיל, קשר קשר עם אחר לייבא סמים לישראל. הנאשם קיבל מהאחר מזוודה ובתוכה, בדופן נסתרת, שקית ובה קוקאין וכן כסף. הנאשם נחת בישראל כשהוא נושא במזוודתו 3 ק""ג של קוקאין. בית המשפט המחוזי קבע מתחם ענישה שנע בין 4 ל- 7 שנות מאסר, והשית על הנאשם, נעדר עבר פלילי, עונש של 56 חודשי מאסר בפועל ומאסרים על תנאי.","ת""פ 9160-02-15 (מחוזי מרכז) מדינת ישראל נגד מזרחי [4.2.16]: הנאשם הורשע על יסוד הודאתו בעבירות של ייבוא סם מסוכן והחזקת סם מסוכן שלא לצריכה עצמית בכך שטס מישראל לברזיל, שם קיבל מאחר שזהותו אינה ידועה קוקאין במשקל של 1977 גרם נטו. בהמשך, הנאשם נחת בישראל כשהוא נושא בכליו את הסם האמור, שהוסלק בתוך שני פסלים. הנאשם, רווק כבן 30, ללא עבר פלילי. תיאר מעורבות עם גורמים שוליים, בין היתר בעקבות חובות הימורים שצבר. בית-המשפט המחוזי קבע מתחם ענישה שנע בין 45 ל- 85 חודשי מאסר בפועל, והושת עונש של 45 חודשי מאסר בפועל וקנס על סך 5000 ₪.",1
"ת""פ (מחוזי מרכז) 13718-09-16","ת""פ 9160-02-15 (מחוזי מרכז) מדינת ישראל נגד מזרחי [4.2.16]:  הנאשם הורשע על יסוד הודאתו בעבירות של ייבוא סם מסוכן והחזקת סם מסוכן שלא לצריכה עצמית בכך שטס מישראל לברזיל, שם קיבל מאחר שזהותו אינה ידועה קוקאין במשקל של 1977 גרם נטו. בהמשך, הנאשם נחת בישראל כשהוא נושא בכליו את הסם האמור, שהוסלק בתוך שני פסלים. 	הנאשם, רווק כבן 30, ללא עבר פלילי. תיאר מעורבות עם גורמים שוליים, בין היתר בעקבות חובות הימורים שצבר. בית-המשפט המחוזי קבע מתחם ענישה שנע בין 45 ל- 85 חודשי מאסר בפועל, והושת עונש של 45 חודשי מאסר בפועל וקנס על סך 5000 ₪.
ת""פ (מחוזי מרכז) 13718-09-16 מדינת ישראל נגד מרסל [26.6.17]– עניינו בנאשם שהורשע על יסוד הודאתו בעבירות של ייבוא סם מסוכן, קשירת קשר לפשע ובהחזקת סם שלא לצריכה עצמית. הנאשם אזרח ברזיל, קשר קשר עם אחר לייבא סמים לישראל. הנאשם קיבל מהאחר מזוודה ובתוכה, בדופן נסתרת, שקית ובה קוקאין וכן כסף. הנאשם נחת בישראל כשהוא נושא במזוודתו 3 ק""ג של קוקאין. בית המשפט המחוזי קבע מתחם ענישה שנע בין 4 ל- 7 שנות מאסר, והשית על הנאשם, נעדר עבר פלילי, עונש של 56 חודשי מאסר בפועל ומאסרים על תנאי.
ת""פ 41280-09-16 (מחוזי מרכז) מדינת ישראל נגד טאקץ [12.11.17] - הנאשם הורשע על יסוד הודאתו, לאחר שנשמעו כל הראיות ובטרם סיכומים, בעבירה של יבוא סם מסוכן. הנאשם, אזרח אוקראינה, הגיע לנמל התעופה בן-גוריון בטיסה מברלין, והביא עימו במזוודה, בבטנה נסתרת, 6 חבילות ובהן סם מסוג קוקאין במשקל 6 ק""ג ו- 15 גרם. הנאשם נטל את המזוודה ממסוע הכבודה ונעצר בדרכו לאולם הנוסעים לבדיקה שגרתית במכס. נקבע מתחם ענישה שנע בין 5.5 – 9 שנות מאסר, והושת עליו עונש של 6.5 שנות מאסר בפועל. הוגש ערעור על חומרת העונש (ע""פ 10101/17 טאקץ נגד מדינת ישראל [23.4.18]), ובהמלצת בית-המשפט העליון, חזר בו המערער מהערעור.","ת""פ (מחוזי מרכז) 13718-09-16 מדינת ישראל נגד מרסל [26.6.17]– עניינו בנאשם שהורשע על יסוד הודאתו בעבירות של ייבוא סם מסוכן, קשירת קשר לפשע ובהחזקת סם שלא לצריכה עצמית. הנאשם אזרח ברזיל, קשר קשר עם אחר לייבא סמים לישראל. הנאשם קיבל מהאחר מזוודה ובתוכה, בדופן נסתרת, שקית ובה קוקאין וכן כסף. הנאשם נחת בישראל כשהוא נושא במזוודתו 3 ק""ג של קוקאין. בית המשפט המחוזי קבע מתחם ענישה שנע בין 4 ל- 7 שנות מאסר, והשית על הנאשם, נעדר עבר פלילי, עונש של 56 חודשי מאסר בפועל ומאסרים על תנאי.",1
"ת""פ 41280-09-16","ת""פ (מחוזי מרכז) 13718-09-16 מדינת ישראל נגד מרסל [26.6.17]– עניינו בנאשם שהורשע על יסוד הודאתו בעבירות של ייבוא סם מסוכן, קשירת קשר לפשע ובהחזקת סם שלא לצריכה עצמית. הנאשם אזרח ברזיל, קשר קשר עם אחר לייבא סמים לישראל. הנאשם קיבל מהאחר מזוודה ובתוכה, בדופן נסתרת, שקית ובה קוקאין וכן כסף. הנאשם נחת בישראל כשהוא נושא במזוודתו 3 ק""ג של קוקאין. בית המשפט המחוזי קבע מתחם ענישה שנע בין 4 ל- 7 שנות מאסר, והשית על הנאשם, נעדר עבר פלילי, עונש של 56 חודשי מאסר בפועל ומאסרים על תנאי.
ת""פ 41280-09-16 (מחוזי מרכז) מדינת ישראל נגד טאקץ [12.11.17] - הנאשם הורשע על יסוד הודאתו, לאחר שנשמעו כל הראיות ובטרם סיכומים, בעבירה של יבוא סם מסוכן. הנאשם, אזרח אוקראינה, הגיע לנמל התעופה בן-גוריון בטיסה מברלין, והביא עימו במזוודה, בבטנה נסתרת, 6 חבילות ובהן סם מסוג קוקאין במשקל 6 ק""ג ו- 15 גרם. הנאשם נטל את המזוודה ממסוע הכבודה ונעצר בדרכו לאולם הנוסעים לבדיקה שגרתית במכס. נקבע מתחם ענישה שנע בין 5.5 – 9 שנות מאסר, והושת עליו עונש של 6.5 שנות מאסר בפועל. הוגש ערעור על חומרת העונש (ע""פ 10101/17 טאקץ נגד מדינת ישראל [23.4.18]), ובהמלצת בית-המשפט העליון, חזר בו המערער מהערעור.
16.	הסניגור ביקש להתמקד בעניינו של לירן ואזנה, אשר נדון במסגרת ת""פ (מחוזי מרכז) 19902-12-16 מדינת ישראל נ' ואזנה [16.10.17]. הנאשם הורשע על יסוד הודאתו בעבירה של ייבוא סם מסוג קוקאין בכך שייבא מגרמניה לישראל במזוודה סם מסוג קוקאין מוסלק בתוך 7 חבילות אטומות בנייר כסף, מאחורי תחתית כפולה עשויה מעץ, במשקל כולל של 6176 גרם נטו, בשווי של כ – 2.4 מליון ₪. בית המשפט קבע כי מתחם העונש ההולם נע בין 4.5 ועד 7.5 שנות מאסר בפועל. על הנאשם, בעל הרשעה קודמת בעבירת הצתה בגינה נדון לעבודות שירות, אשר היה בתחילתו של הליך טיפולי במעצר, תוך התחשבות בנסיבותיו האישיות, הוטל עונש מאסר בפועל בן 57 חודשים ועונשים נלווים.","ת""פ 41280-09-16 (מחוזי מרכז) מדינת ישראל נגד טאקץ [12.11.17] - הנאשם הורשע על יסוד הודאתו, לאחר שנשמעו כל הראיות ובטרם סיכומים, בעבירה של יבוא סם מסוכן. הנאשם, אזרח אוקראינה, הגיע לנמל התעופה בן-גוריון בטיסה מברלין, והביא עימו במזוודה, בבטנה נסתרת, 6 חבילות ובהן סם מסוג קוקאין במשקל 6 ק""ג ו- 15 גרם. הנאשם נטל את המזוודה ממסוע הכבודה ונעצר בדרכו לאולם הנוסעים לבדיקה שגרתית במכס. נקבע מתחם ענישה שנע בין 5.5 – 9 שנות מאסר, והושת עליו עונש של 6.5 שנות מאסר בפועל. הוגש ערעור על חומרת העונש (ע""פ 10101/17 טאקץ נגד מדינת ישראל [23.4.18]), ובהמלצת בית-המשפט העליון, חזר בו המערער מהערעור.",1
