verdict,text,part
"ע""פ 6558∕16",כבוד השופט ס' ג'ובראן,לפני:   
"ע""פ 6558∕16",כבוד השופט י' עמית,לפני:   
"ע""פ 6558∕16",כבוד השופט מ' מזוז,לפני:   
"ע""פ 6558∕16","ערעורים על גזר דינו של בית המשפט המחוזי בירושלים מיום 16.6.2016 בת""פ 42595-06-15 שניתן על ידי כבוד השופט ר' כרמל",מדינת ישראל
"ע""פ 6558∕16","כ""ו בשבט התשע""ז",תאריך הישיבה:
"ע""פ 6558∕16","בשם המערער בע""פ 6558/16:",(22.2.2017) 
"ע""פ 6558∕16","עו""ד מחמוד רבאח",(22.2.2017) 
"ע""פ 6558∕16","בשם המערער בע""פ 6715/17:",(22.2.2017) 
"ע""פ 6558∕16",בשם השירות המבחן לנוער:,בשם המשיבה:
"ע""פ 6558∕16","לאחר שמיעת טיעוני שני הצדדים, ולאחר ששקלנו את הענין, ולאור הנסיבות המיוחדות של הענין ונסיבותיהן האישיות של המערערים, הגענו למסקנה כי יש מקום להקלה מסויימת בעונשם, ואנו מחליטים בזה להפחית 6 חודשי מאסר מהעונש שהוטל על כל אחד מהם.",פסק-דין
"ע""פ 6558∕16",יתר חלקי גזר הדין בעניינם יישארו על כנם.,פסק-דין
"ע""פ 6558∕16","ניתן היום, ‏כ""ו בשבט התשע""ז (‏22.2.2017).",פסק-דין
"ע""פ 6558∕16",ש ו פ ט,פסק-דין
"ע""פ 6558∕16",ש ו פ ט,פסק-דין
"ע""פ 6558∕16",ש ו פ ט,פסק-דין
"ע""פ 6558∕16",העותק כפוף לשינויי עריכה וניסוח.,_________________________
"ע""פ 6558∕16",16065580_H07.doc,_________________________
"ע""פ 6558∕16","5129371מרכז מידע, טל' 077-2703333 ; אתר אינטרנט,  www.court.gov.il",_________________________
"ע""פ 6558∕16","בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",54678313 
