verdict,text,part
"ע""פ 2826∕19",בבית המשפט העליון בשבתו כבית משפט לערעורים פליליים,nothing
"ע""פ 2826∕19",כבוד השופט י' עמית,לפני:	
"ע""פ 2826∕19",כבוד השופט י' אלרון,לפני:	
"ע""פ 2826∕19",כבוד השופט ע' גרוסקופף,לפני:	
"ע""פ 2826∕19",הוגשה חוות דעתו של הממונה על עבודות שירות,מדינת ישראל
"ע""פ 2826∕19","בהמשך לפסק דיננו מיום 11.7.2019, ומשניתנה חוות דעתו של הממונה על עבודות שירות, אנו מורים כי המערער ירצה עונש מאסר בן 9 חודשים, בדרך של עבודות שירות.",מדינת ישראל
"ע""פ 2826∕19","על המערער להתייצב ביום 25.9.2019 בשעה 08:00 ביחידת עבודות שירות במפקדת מחוז צפון, טבריה.",מדינת ישראל
"ע""פ 2826∕19",המערער מוזהר כי כל הפרה של תנאי עבודות השירות תהווה עילה להפסקת עבודות השירות ולריצוי יתרת העונש במאסר בפועל.,מדינת ישראל
"ע""פ 2826∕19",בא-כוחו של המערער מתבקש להדגיש בפניו האזהרות דלעיל.,מדינת ישראל
"ע""פ 2826∕19",עותק מפסק דין זה יועבר לממונה על עבודות שירות.,מדינת ישראל
"ע""פ 2826∕19","ניתן היום, ‏א' באלול התשע""ט (‏1.9.2019).",מדינת ישראל
"ע""פ 2826∕19",54678313ש ו פ ט,5129371
"ע""פ 2826∕19",ש ו פ ט,5129371
"ע""פ 2826∕19",ש ו פ ט,5129371
"ע""פ 2826∕19",19028260_E04.docx   עכב,_________________________
"ע""פ 2826∕19","מרכז מידע, טל' 077-2703333 ; אתר אינטרנט,  http://supreme.court.gov.il",_________________________
"ע""פ 2826∕19",נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,_________________________
"ע""פ 2826∕19","בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",_________________________
