verdict,text,part
"ע""פ 5203∕10",בבית המשפט העליון בשבתו כבית משפט לערעורים פליליים,nothing
"ע""פ 5203∕10","ע""פ  5203/10",nothing
"ע""פ 5203∕10",כבוד השופט א' א' לוי,בפני:	
"ע""פ 5203∕10",כבוד השופט א' רובינשטיין,בפני:	
"ע""פ 5203∕10",כבוד השופטת א' חיות,בפני:	
"ע""פ 5203∕10",עבד אל פתח ג'ברין,המערער:
"ע""פ 5203∕10","ערעור על גזר דינו של בית המשפט המחוזי בחיפה, מיום 23.5.10, בת.פ. 22509-09-09, שניתן על ידי השופטת ת' שרון נתנאל",מדינת ישראל
"ע""פ 5203∕10","כ""ט בכסלו התשע""א",תאריך הישיבה:
"ע""פ 5203∕10","עו""ד אגברייה בדר אלדין",בשם המערער:
"ע""פ 5203∕10","בתאריך 21.9.09, בשעת צהריים, נמצא המערער מחזיק שלא כדין באקדח פראבלום 9 מ""מ ומחסנית בתוכו, אותם נשא עמו בעת שהתהלך בסמוך לצומת אל עיון.",השופט א' א' לוי:
"ע""פ 5203∕10","המערער הודה בעובדות האמורות בשלב מתקדם של שמיעת הראיות, ובית המשפט המחוזי הרשיעו בעבירות לפי סעיף 144(א)ו-(ב) לחוק העונשין.",השופט א' א' לוי:
"ע""פ 5203∕10","בהמשך, נדון המערער לתשעה חודשי מאסר ושניים עשר חודשים מאסר על-תנאי, ועל עונש זה הוא משיג בפנינו.",השופט א' א' לוי:
"ע""פ 5203∕10",דין הערעור להדחות.,השופט א' א' לוי:
"ע""פ 5203∕10","אכן, המערער הנו אדם צעיר, ואנו מוכנים אף להניח כי נסיבות חייו אינן קלות.",השופט א' א' לוי:
"ע""פ 5203∕10","אולם, דווקא על רקע זה תהינו מדוע הוא נדרש להחזיק באקדח ולשאתו עמו.",השופט א' א' לוי:
"ע""פ 5203∕10","והרי אם הוא לא נמנה על חורשי המזימות, ונוכח עברו הנקי, היה יכול לרכוש נשק כדין ולבקש מהרשות המוסמכת ליתן לו רישיון להחזיק בו.",השופט א' א' לוי:
"ע""פ 5203∕10","העובדה שהמערער בחר לנהוג אחרת, מלמדת יותר מכל כי הסבריו לעניין החזקת הנשק, לאו הסברים הם.",השופט א' א' לוי:
"ע""פ 5203∕10","בנסיבות אלו לא גלינו בעונש חומרה כלשהי, ואף לא סטייה מרמת הענישה הנוהגת.",השופט א' א' לוי:
"ע""פ 5203∕10","אדרבא, נוכח הסכנה הנשקפת מכלי הנשק הרבים המוחזקים שלא כדין, והעובדה שאת מחירה של תופעה זו שילמו רבים בחייהם, נראה כי העונש שנגזר על המערער הנו מתון, ומכאן החלטתנו לדחות את הערעור.",השופט א' א' לוי:
"ע""פ 5203∕10","המערער יתייצב לשאת בעונשו במזכירות בית המשפט המחוזי בחיפה, ביום י""ב בטבת התשע""א (19.12.2010), עד לשעה 10:00.",השופט א' א' לוי:
"ע""פ 5203∕10","ניתן היום, כ""ט בכסלו התשע""א (06.12.2010).",השופט א' א' לוי:
"ע""פ 5203∕10",54678313ש ו פ ט,5129371
"ע""פ 5203∕10",ש ו פ ט,5129371
"ע""פ 5203∕10",ש ו פ ט ת,5129371
"ע""פ 5203∕10",העותק כפוף לשינויי עריכה וניסוח.,_________________________
"ע""פ 5203∕10",10052030_O02.doc   אז,_________________________
"ע""פ 5203∕10","מרכז מידע, טל' 02-6593333 ; אתר אינטרנט,  www.court.gov.il",_________________________
"ע""פ 5203∕10",א' א' לוי 54678313-5203/10,_________________________
"ע""פ 5203∕10",נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,_________________________
"ע""פ 5203∕10","בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",_________________________
