verdict,text,part
תפ (רח') 1112∕03,"חוק העונשין, תשל""ז-1977: סע'  144(א), 413ד(א)",חקיקה שאוזכרה: 
תפ (רח') 1112∕03,"א.	א)	הנאשם הואשם בכך, שבתאריך 4/3/01 בשעה 14:30 או בסמוך לכך, בחברת אורבוטק בדרך הים ביבנה, הגיע שומר בחברת אורבוטק, שמואל מנהים (להלן: ""המתלונן"") אל הנאשם שעצר ונשען על רכב במקום ושאל למעשיו.",גזר דין
תפ (רח') 1112∕03,"5129371ב)	הנאשם בתגובה, התעניין במגבר שנמצא על המושב האחורי ברכבו של השומר, פתח את דלת הרכב בהסכמת השומר, בחן את המגבר ואז גנב מהרכב האמור אקדח קולט 0.45 שמספרו E 5510126 (להלן: ""הנשק"") שהיה מונח מתחת למושב הנהג ושייך למתלונן, בכך שנטל אותו, הכניסו למכנסיו והלך מהמקום, בכוונה לשלול את האקדח שלילת קבע מבעליו. נ",גזר דין
תפ (רח') 1112∕03,"5129371ג)	בין ה-4/3/01 בשעה 14:30 ועד ל-6/3/01 שעה 12:00, אז נתפס הנשק על ידי שוטרים, החזיק הנאשם בנשק בלא רשות על פי דין להחזקתו.ב",גזר דין
תפ (רח') 1112∕03,"בשל המעשים הנ""ל, הואשם הנאשם בגניבה מרכב – עבירה לפי סעיף 413ד(א) לחוק העונשין, התשל""ז – 1977 (להלן: ""החוק"") והחזקת נשק שלא כדין – עבירה לפי סעיף 144(א) לחוק. ו",גזר דין
תפ (רח') 1112∕03,"א)	בישיבה ראשונה, עם מינוי סניגור, הודה הנאשם בעובדות כתב האישום ואין ספק כי בעשותו כן נחסך מזמנם של עדים, מזמנם של ב""כ הצדדים ומזמנו של בית המשפט. נ",גזר דין
תפ (רח') 1112∕03,הנאשם הורשע על פי הודאתו בשתי העבירות – כפי שיוחסו לו בכתב האישום. ב,גזר דין
תפ (רח') 1112∕03,"ב)	בטרם טענו ב""כ הצדדים לעונש, נתבקש תסקיר שרות המבחן בעניינו של הנאשם. ו",גזר דין
תפ (רח') 1112∕03,"לאחר שנתקבל תסקיר ראשוני, הסכימו ב""כ הצדדים לבקש תסקיר משלים:",גזר דין
תפ (רח') 1112∕03,"	(1)	מהתסקיר הראשון מיום 13/11/03 עלה כי כבר בהיותו בן 17 הסתבך הנאשם עם החוק והחל לצרוך סמים המוגדרים קלים ולפני שנתיים החל הנאשם לפעול לשנוי בחייו: הוא נישא, הקים משפחה והחל לעבוד באופן קבוע.נ",גזר דין
