verdict,text,part
"תו""ב 12476-07-09","תו""ב 12476-07-09 ועדה לתכנון ובנייה רמלה מחוז מרכז נ' אבו אלחלוואה ואח'",בית משפט השלום ברמלה
"תו""ב 12476-07-09","הנאשמים הורשעו על פי הודאתם בעבירה של בנייה במקרקעין ללא היתר. על פי כתב האישום, הנאשמים עברו עבירה של בניה ללא היתר בהיקף של כ- 30 מ""ר בחזית האחורית של מבנה קיים. עוד הורשעה נאשמת 1 בעבירה של אי קיום צו הפסקה מנהלי שהוטל עליה ביום 17.11.07.",גזר דין
"תו""ב 12476-07-09","ב""כ המאשימה הדגישה את חומרת העבירות ואת העובדה שהענישה הנהוגה היא מרתיעה וכבדה. לדבריה, הנאשמים ידעו על הצורך בהיתר ונהגו בחוסר תום לב, ולא נראה כי ההליכים לקבלת ההיתר קרובים לקיצם. זאת ועוד, גם לאחר הוצאת הצו, נאשמת 1 המשיכה בבנייה. לפיכך, עותרת המאשימה לקנס כספי גבוה ומרתיע.",גזר דין
"תו""ב 12476-07-09","ב""כ הנאשמים עותר להטלת עונש מידתי ומבקש מבית המשפט לשקול לקולא את העובדה כי מדובר בעבירה ראשונה של בני זוג צעירים, הורים ל- 3 ילדים קטנים, כאשר האב הוא המפרנס היחיד. עוד ביקש להתחשב בכך שהנאשמים פועלים להכשרת הבניה אשר נעשתה כתוספת לשטח שלהם והדגיש כי הנאשמים הודו והביעו חרטה על העבירות שביצעו וחסכו מזמנו  של בית המשפט.",גזר דין
"תו""ב 12476-07-09","אכן, עבירות על חוקי התכנון והבנייה הן עבירות חמורות שהפכו למכת מדינה, כאשר בתי המשפט קבעו כי יש להטיל בגין עבירות אלה ענישה מחמירה אשר תפגע בכדאיות הכלכלית של מי שעובר אותן.",גזר דין
"תו""ב 12476-07-09","במקרה זה קיימת חומרה נוספת, שכן הנאשמת 1 אף התעלמה מצו ההפסקה המנהלי שהוטל עליה והמשיכה בעבודות הבניה. בהתנהגותה זו הפגינה הנאשמת זלזול וחוסר אכפתיות כלפי החלטה שניתנה כדין.",גזר דין
"תו""ב 12476-07-09","יפים לעניין זה דברי כב' השופטת טלמור מבית משפט השלום בנתניה, בחע""מ 7918-07 עיריית נתניה נ' עטיאס (פורסם במאגרים):",גזר דין
"תו""ב 12476-07-09","לא זו אף זו,  לא אחת נקבעה בפסיקה חומרתה של העבירה שעניינה אי קיום צו הפסקה מנהלי. אינטרס הציבור הגובר על פני כל אינטרס של הפרט דורש קיומם של צווי הפסקה מנהליים.",גזר דין
"תו""ב 12476-07-09","לקולא יש לשקול את הודאתם של הנאשמים בביצוע העבירות, את העובדה כי הם פועלים להכשרת הבניה, כי הנאשמים הינם בני זוג, כי הבניה נעשתה כתוספת לביתם והנאשם המפרנס היחיד ל- 3 ילדים קטנים ומוטלת עליו פרנסת משפחתו.",גזר דין
"תו""ב 12476-07-09","לאחר ששקלתי את השיקולים לחומרה ואת השיקולים לקולא, אני גוזרת על הנאשמים את העונשים הבאים:",גזר דין
"תו""ב 12476-07-09","אני מורה לנאשמים להרוס את הבנייה המתוארת בכתב האישום. הצו יכנס לתוקפו בתוך 6 חודשים מהיום, אלא אם כן עד לאותו מועד יינתן היתר לבניה.",גזר דין
"תו""ב 12476-07-09","הנאשמים ישלמו קנס כספי בסך 9,000 או 90 ימי מאסר תמורתו. הקנס ישולם ב- 20 תשלומים חודשיים שווים ורצופים. תשלום ראשון עד ליום 15.7.11 ולאחר מכן בכל ה-15 בכל חודש, עד לגמר תשלום הקנס. לא ישולם תשלום במועדו, תעמוד כל יתרת הקנס לפירעון מיידי.",גזר דין
"תו""ב 12476-07-09","כל אחד מהנאשמים יחתום על התחייבות להימנע מכל עבירה על חוק התכנון והבניה והתקנות על פיו. ההתחייבות תהיה על סך 10,000 ₪ למשך שנתיים שנים, והיא תחתם עוד היום במזכירות בית המשפט. לא תחתם ההתחייבות ייאסרו הנאשמים למשך 10 ימים.",גזר דין
"תו""ב 12476-07-09","צו ההריסה ירשם בפנקסי המקרקעין, גם אם המקרקעין אינם רשומים על שם הנאשמים.",גזר דין
"תו""ב 12476-07-09"," זכות ערעור לבימ""ש מחוזי תוך 45 יום מהיום.  ",גזר דין
"תו""ב 12476-07-09","ניתנה והודעה היום ד' תמוז תשע""א, 06/07/2011 במעמד הנוכחים.   ",<#4#>
"תו""ב 12476-07-09",הישאם אבו שחאדה 54678313,5129371
"תו""ב 12476-07-09",נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,"הישאם אבו שחאדה, שופט"
"תו""ב 12476-07-09","בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן","הישאם אבו שחאדה, שופט"
