verdict,text,part
"תפ (כ""ס) 2827∕04",         נ ג ד ,המאשימה 
"תפ (כ""ס) 2827∕04",         נ ג ד ,המאשימה 
"תפ (כ""ס) 2827∕04","עפ""י חוו""ד הממונה הוצע כמקום ביצוע עבודות השרות קהילת ""בית כהן"" בבאר שבע – מיום 27.12.05 – והנאשם מסכים לכך.","ב""כ הנאשם:"
"תפ (כ""ס) 2827∕04","אני מסכים לביצוע עבודות השרות כנ""ל. ",הנאשם:
"תפ (כ""ס) 2827∕04","חוק העונשין, תשל""ז-1977: סע'  273, 405 א'",חקיקה שאוזכרה: 
"תפ (כ""ס) 2827∕04","הנאשם הורשע לאחר שמיעת חלק מהראיות, ועפ""י הודאתו, במסגרת הסדר טיעון בעבירות של פריצה- עפ""י סעיף 405 א' לחוק העונשין תשל""ז – 1977 (להלן: ""החוק"") ותקיפת שוטר – עפ""י סעיף 273 לחוק, בנסיבות המפורטות בכתב האישום המתוקן.",גזר דין
"תפ (כ""ס) 2827∕04","ביום 1.11.05 נכרת בין הצדדים הסדר טיעון לפיו תוקן כתב האישום, הנאשם הודה בעובדותיו, הורשע בגינו, והצדדים עתרו להשית על הנאשם מאסר בפועל בן 4 חודשים שירוצה בעבודות שירות, מע""ת על עבירות רכוש ותקיפת שוטרים, וקנס ע""ס 1500 ₪ שישולם ב-3 תשלומים.",גזר דין
"תפ (כ""ס) 2827∕04","בטיעוניה לעונש ציינה ב""כ המאשימה כי לנאשם הרשעות קודמות בעבירות רכוש, העבירות נשוא התיק הנדון בוצעו בנובמבר 04', ומאז הנאשם נמצא במעצר בית  מוחלט.",גזר דין
"תפ (כ""ס) 2827∕04",הסדר הטיעון אינו נוגד את האינטרס הציבורי וגם לא מתעלם מהנסיבות האישיות של הנאשם והוא נותן לו הזדמנות נוספת להשתקם.,גזר דין
"תפ (כ""ס) 2827∕04","	על כן עתרה ב""כ המאשימה לאמץ את הסדר הטיעון. ",גזר דין
"תפ (כ""ס) 2827∕04","בטיעוניו לעונש ציין ב""כ הנאשם כי הוא מצטרף לדברי ב""כ המאשימה.",גזר דין
"תפ (כ""ס) 2827∕04","	הנאשם נפגע מפנסיו של השוטר, ונזקק לטיפול רפואי. ",גזר דין
"תפ (כ""ס) 2827∕04",	הנאשם שוהה שנה במעצר בית.,גזר דין
"תפ (כ""ס) 2827∕04","	על כן עתר ב""כ הנאשם לאמץ את הסדר הטיעון. ",גזר דין
"תפ (כ""ס) 2827∕04","בפני בימ""ש ציין הנאשם כי הוא מצטער, הוא יתחיל דף חדש בחיים והוא מסכים לבצע עבודות שירות.",גזר דין
"תפ (כ""ס) 2827∕04","מחוו""ד של הממונה על עבודות השרות שהתקבלה ביום 28.11.05 עולה כי הנאשם כשיר לביצוע עבודות שירות.",גזר דין
"תפ (כ""ס) 2827∕04","עבירות הרכוש שהפכו לנגע פושה גורמות נזק רב לקורבן עצמו, אך גם לכלל החברה והמדינה. עבירות אלה מסכנות אנשים תמימים הנאלצים להתמודד עם אובדן ונזק, נוסף לטרדה ובזבוז זמן זאת – יחד עם פגיעה בתחושת הבטחון של הקורבנות בשל פגיעה בהם בד' אמותיהם, תוך חדירה לביתם – מבצרם.",הכרעה
