verdict,text,part
"ת""פ 21029-10-19","חוק העונשין, תשל""ז-1977: סע'  144(א), 144(ב)",חקיקה שאוזכרה: 
"ת""פ 21029-10-19",* גזר דין לנאשם שהורשע על-פי הודאתו בעבירה של החזקת נשק.,מיני-רציו:
"ת""פ 21029-10-19",* עונשין – ענישה – עקרון ההלימה‏,מיני-רציו:
"ת""פ 21029-10-19",* עונשין – ענישה – מדיניות ענישה: שיקולים,מיני-רציו:
"ת""פ 21029-10-19",* עונשין – ענישה – מתחם הענישה,מיני-רציו:
"ת""פ 21029-10-19",* עונשין – ענישה – מדיניות ענישה: עבירות נשק,מיני-רציו:
"ת""פ 21029-10-19","הנאשם הורשע על-פי הודאתו, בכתב אישום מתוקן במסגרת הסדר טיעון בעבירה של החזקת נשק לפי סעיף 144(א) רישא וסיפא, לחוק העונשין, התשל""ז-1977.",.
"ת""פ 21029-10-19",בית המשפט גזר את דינו כדלקמן:,.
"ת""פ 21029-10-19","רק במקרים יוצאי דופן, שעניינם בשיקולי שיקום חריגים, נעשית סטייה מרמת ענישה המתחילה במאסר ממושך.",.
"ת""פ 21029-10-19","בשים לב למגמה ברורה של בית המשפט העליון, לפיה יש להחמיר בענישה בגין עבירות נשק, קבע בית המשפט כי מתחם העונש ההולם בנסיבות ביצוע העבירה, נע בין 12 לבין 24 חודשי מאסר בפועל.",.
"ת""פ 21029-10-19","בתוך מתחם העונש ההולם, בית המשפט התחשב בנסיבותיו האישיות של הנאשם, העדר עבר פלילי, תקופת השהות במעצר עד תום ההליכים והפגיעה בנאשם ובמשפחתו.",.
"ת""פ 21029-10-19","בנוסף, ניתן משקל לכך שהמאשימה הגבילה עצמה בהסדר הטיעון לתחתית המתחם העונשי, לשם הקלה בלתי משמעותית בעונש.",.
"ת""פ 21029-10-19","בית המשפט מצא כי ראוי, בסופו של דבר, ועל אף שמדובר בענישה החורגת מעט ממתחם העונש, לבוא לקראת הנאשם בגדרי הסדר הטיעון, ולגזור עליו עונש הנמוך במעט מהעונש אליו עתרה המאשימה.",.
"ת""פ 21029-10-19","הנאשם הורשע על-פי הודאתו, בכתב אישום מתוקן במסגרת הסדר טיעון מיום 25.12.19, בעבירה של החזקת נשק לפי סעיף 144(א) רישא וסיפא, לחוק העונשין, התשל""ז-1977.",כתב אישום ורקע
"ת""פ 21029-10-19","יש לציין כי בכתב האישום המתוקן צויין, ככל הנראה בשגגה, ""נשיאה והובלה של נשק"" – ניסוח שתואם את סעיף 144(ב) לחוק, שלא יוחס בכתב האישום, ושמצוי ממילא בסמכותו של ביעת המשפט המחוזי.",כתב אישום ורקע
"ת""פ 21029-10-19","לפי כתב האישום המתוקן, ביום 22.8.19, בעיר נצרת, החזיק הנאשם בתא הכפפות של רכבו, אקדח מסוג ""אסטרה"" ומחסנית תואמת מלאה בשלושה-עשר כדורים.",כתב אישום ורקע
"ת""פ 21029-10-19","ביום 25.12.19 הודיעו הצדדים כי הגיעו להסדר טיעון, לפיו הנאשם הודה בעובדות כתב האישום המתוקן, והורשע בעבירה המיוחסת לו.",כתב אישום ורקע
"ת""פ 21029-10-19","ביום 30.1.19 הודיעו הצדדים כי הגיעו להסכמה נוספת במסגרת הסדר הטיעון, לפיה המאשימה תעתור לעונש ראוי מקסימלי של שנת מאסר בצירוף מאסר על-תנאי וקנס משמעותי, ואילו הסנגור יטען באופן חפשי.",כתב אישום ורקע
"ת""פ 21029-10-19",ביום 30.1.19 טענו הצדדים לעונש.,טיעונים לעונש
"ת""פ 21029-10-19","ב""כ המאשימה הגיש טיעוניו בכתב, וב""כ הנאשם טען בע""פ .",טיעונים לעונש
"ת""פ 21029-10-19","טיעוני ב""כ המאשימה",טיעונים לעונש
"ת""פ 21029-10-19","ב""כ המאשימה טען כי מתחם העונש ההולם נע בין 1 ל-3 שנות מאסר בפועל, וביקש להטיל על הנאשם עונש של שנת מאסר בצירוף מאסר על-תנאי משמעותי וקנס כספי.",טיעונים לעונש
"ת""פ 21029-10-19","הנאשם נתפס כשהוא מוביל נשק ברכבו, באופן המלמד כי הנשק היה מיועד להעברה ממקום למקום.",טיעונים לעונש
"ת""פ 21029-10-19",למעשה נזק פוטנציאלי רב.,טיעונים לעונש
"ת""פ 21029-10-19","ב""כ המאשימה טען כי הובלת הנשק פגעה בערכים מוגנים של שלום הציבור וביטחונו.",טיעונים לעונש
"ת""פ 21029-10-19","נטען, כי יש להלום את נסיבות המקרה בענישה ראויה שתסייע במיגור תופעת הנשק הבלתי חוקי במגזר הערבי, בשל הסיכון הטמון בשימוש בנשק חוקי על-ידי מי שאינו מורשה לכך.",טיעונים לעונש
"ת""פ 21029-10-19","באשר לנסיבות שאינן קשורות בביצוע העבירות נטען כי הנאשם אמנם נעדר עבר פלילי, הודה וחסך מזמנו של בית-המשפט, אך נסיבות אלה מקבלות משקל בעתירת המאשימה לעונש מאסר המצוי ברף התחתון של מתחם העונש ההולם לו טענה.",טיעונים לעונש
"ת""פ 21029-10-19","טיעוני ב""כ הנאשם",טיעונים לעונש
"ת""פ 21029-10-19","ב""כ הנאשם ביקש מבית-המשפט להתחשב בנאשם ולהטיל עליו ששה חודשי מאסר בפועל, בניכוי ימי המעצר.",טיעונים לעונש
"ת""פ 21029-10-19","נטען, כי הנשק נמצא בתא הכפפות של הרכב השייך לנאשם, כשהרכב נעול וחונה, ולא בנסיעה.",טיעונים לעונש
"ת""פ 21029-10-19","לא ניתן היה לקבוע למשך כמה זמן הוחזק הנשק ברכב, ומדובר בנסיבה מקלה.",טיעונים לעונש
"ת""פ 21029-10-19","אף שבתיק היו מעורבים נוספים שלא הועמדו לדין, הנאשם נטל אחריות, הודה ושיתף פעולה, הביע חרטה, וחסך זמן שיפוטי יקר.",טיעונים לעונש
"ת""פ 21029-10-19","לנאשם, בן 46, אין עבר פלילי, זוהי הסתבכותו הראשונה ואין לראות בו מי שמנהל אורח חיים עברייני.",טיעונים לעונש
"ת""פ 21029-10-19","לנאשם חמישה ילדים, שהוא האמון על פרנסתם.",טיעונים לעונש
"ת""פ 21029-10-19","מאז מעצרו, מצבה הכלכלי של משפחתו התדרדר.",טיעונים לעונש
"ת""פ 21029-10-19","עוד טען הסנגור כי ביום האירוע נעצר אדם נוסף שבקטנועו, אשר חנה ליד רכבו של הנאשם, נמצא אקדח.",טיעונים לעונש
