citation,context_text,extracted_text,predicted_label
"ע""פ 4460/11","30.	הנאשם הורשע בביצוע עבירות בנשק, לאחר שקיבל לידיו אקדח, החזיק בו בלא רשות על פי דין והחביאו בסמוך לביתו. בהמשך, לאחר שאבד האקדח,  הוא שילם לעאמר בתמורה סך של 19,000 ₪.
31.	אכן ריבוי העבירות המבוצעות בנשק, הקלות שבה נשק בלתי מורשה עלול להימצא בידי כל מי שחפץ ובשל הסכנה הנשקפת מנשק זה לציבור, נקטו בתי המשפט בגישה מחמירה שתכליתה הכרזת מלחמה של רשויות האכיפה בתופעה זו ועל כך נאמר בע""פ 4460/11 מדינת ישראל נ' אחד פאיד  (ניתן ביום 28.11.11), כי:
""אכן נראה לנו כי הגיעה השעה להחמיר בעבירות של החזקת נשק ושימוש בו. נשק המוחזק שלא כדין עלול למצוא דרכו לידים עוינות ועלול גם לשמש למטרות פליליות. יריות שמחה באירועים יש בהן כדי לסכן חפים מפשע...""","ועל כך נאמר בע""פ 4460/11 מדינת ישראל נ' אחד פאיד  (ניתן ביום 28.11.11), כי:
""אכן נראה לנו כי הגיעה השעה להחמיר בעבירות של החזקת נשק ושימוש בו. נשק המוחזק שלא כדין עלול למצוא דרכו לידים עוינות ועלול גם לשמש למטרות פליליות. יריות שמחה באירועים יש בהן כדי לסכן חפים מפשע...""",0
"ע""פ 2251/11","""אכן נראה לנו כי הגיעה השעה להחמיר בעבירות של החזקת נשק ושימוש בו. נשק המוחזק שלא כדין עלול למצוא דרכו לידים עוינות ועלול גם לשמש למטרות פליליות. יריות שמחה באירועים יש בהן כדי לסכן חפים מפשע...""
32.	בשנים האחרונות, אכן בלטה בפסיקה המגמה להחמיר בענישה בעבירות נשק - ראו ע""פ 2251/11 נפאע נ' מדינת ישראל (ניתן ביום 4.12.11), ע""פ 4450/11 עספור נ' מדינת ישראל (ניתן ביום 8.2.12) וע""פ 1323/13 רך חסן ואח' נגד מדינת ישראל (ניתן ביום 5.6.13). מגמת ההחמרה באה לביטוי בפסק דינו של ביהמ""ש העליון, מפי כב' השופט הנדל בע""פ 7241/12 טאטור נ' מדינת ישראל (ניתן ביום 12.2.13) - (להלן: ""טאטור""), שבו נדחה ערעור של מי שמסר אקדח לקרוב משפחתו על מנת שיירה בו במהלך חתונה ונידון ל- 9 חודשי מאסר בפועל, ושם נכתבו הדברים הבאים:
""... לא אחת עמד בית משפט זה על הצורך בנקיטת רף מחמיר כלפי עבירות נשק, גם כלפי אלו המצויות לכאורה בשלבים נמוכים יחסית של המדרג ... בע""פ 5604/11 נאסר נ' מדינת ישראל [פורסם בנבו] (5.10.2011) נאמר באשר לעבירת החזקת נשק כי היא ""מקימה סיכון ממשי וחמור לציבור ויוצרת פוטנציאל להסלמה עבריינית, ולפיכך מחייבת ליתן ביטוי עונשי הולם ומרתיע באמצעות הרחקת מבצע העבירה מן החברה לתקופה מסוימת"". באותו מקרה נגזרו 12 חודשי מאסר בפועל על אדם אשר הורשע בהחזקת אקדח וכדורים, וזאת על אף נסיבות לקולא שבהם (כך במקור) התאפיין המקרה הקונקרטי. חמורה היא אם כן עבירת החזקת הנשק, וחומרה יתירה נודעת לה מקום בו נעשה בנשק שימוש בפועל, כמו במקרה שלפנינו. המערער התבקש לתת את הנשק בו החזיק לצורך ירי בחתונה. לא פעם ולא פעמיים הסתיים אירוע מסוג זה בפגיעה בחפים מפשע שכל חטאם בהשתתפות בשמחה. בית המשפט המחוזי אף התייחס למארג עובדתי זה כתופעה שהפכה ל'מכה אזורית'"".","בשנים האחרונות, אכן בלטה בפסיקה המגמה להחמיר בענישה בעבירות נשק - ראו ע""פ 2251/11 נפאע נ' מדינת ישראל (ניתן ביום 4.12.11)",0
"ע""פ 4450/11","""אכן נראה לנו כי הגיעה השעה להחמיר בעבירות של החזקת נשק ושימוש בו. נשק המוחזק שלא כדין עלול למצוא דרכו לידים עוינות ועלול גם לשמש למטרות פליליות. יריות שמחה באירועים יש בהן כדי לסכן חפים מפשע...""
32.	בשנים האחרונות, אכן בלטה בפסיקה המגמה להחמיר בענישה בעבירות נשק - ראו ע""פ 2251/11 נפאע נ' מדינת ישראל (ניתן ביום 4.12.11), ע""פ 4450/11 עספור נ' מדינת ישראל (ניתן ביום 8.2.12) וע""פ 1323/13 רך חסן ואח' נגד מדינת ישראל (ניתן ביום 5.6.13). מגמת ההחמרה באה לביטוי בפסק דינו של ביהמ""ש העליון, מפי כב' השופט הנדל בע""פ 7241/12 טאטור נ' מדינת ישראל (ניתן ביום 12.2.13) - (להלן: ""טאטור""), שבו נדחה ערעור של מי שמסר אקדח לקרוב משפחתו על מנת שיירה בו במהלך חתונה ונידון ל- 9 חודשי מאסר בפועל, ושם נכתבו הדברים הבאים:
""... לא אחת עמד בית משפט זה על הצורך בנקיטת רף מחמיר כלפי עבירות נשק, גם כלפי אלו המצויות לכאורה בשלבים נמוכים יחסית של המדרג ... בע""פ 5604/11 נאסר נ' מדינת ישראל [פורסם בנבו] (5.10.2011) נאמר באשר לעבירת החזקת נשק כי היא ""מקימה סיכון ממשי וחמור לציבור ויוצרת פוטנציאל להסלמה עבריינית, ולפיכך מחייבת ליתן ביטוי עונשי הולם ומרתיע באמצעות הרחקת מבצע העבירה מן החברה לתקופה מסוימת"". באותו מקרה נגזרו 12 חודשי מאסר בפועל על אדם אשר הורשע בהחזקת אקדח וכדורים, וזאת על אף נסיבות לקולא שבהם (כך במקור) התאפיין המקרה הקונקרטי. חמורה היא אם כן עבירת החזקת הנשק, וחומרה יתירה נודעת לה מקום בו נעשה בנשק שימוש בפועל, כמו במקרה שלפנינו. המערער התבקש לתת את הנשק בו החזיק לצורך ירי בחתונה. לא פעם ולא פעמיים הסתיים אירוע מסוג זה בפגיעה בחפים מפשע שכל חטאם בהשתתפות בשמחה. בית המשפט המחוזי אף התייחס למארג עובדתי זה כתופעה שהפכה ל'מכה אזורית'"".","בשנים האחרונות, אכן בלטה בפסיקה המגמה להחמיר בענישה בעבירות נשק - ראו ע""פ 4450/11 עספור נ' מדינת ישראל (ניתן ביום 8.2.12)",0
"ע""פ 1323/13","""אכן נראה לנו כי הגיעה השעה להחמיר בעבירות של החזקת נשק ושימוש בו. נשק המוחזק שלא כדין עלול למצוא דרכו לידים עוינות ועלול גם לשמש למטרות פליליות. יריות שמחה באירועים יש בהן כדי לסכן חפים מפשע...""
32.	בשנים האחרונות, אכן בלטה בפסיקה המגמה להחמיר בענישה בעבירות נשק - ראו ע""פ 2251/11 נפאע נ' מדינת ישראל (ניתן ביום 4.12.11), ע""פ 4450/11 עספור נ' מדינת ישראל (ניתן ביום 8.2.12) וע""פ 1323/13 רך חסן ואח' נגד מדינת ישראל (ניתן ביום 5.6.13). מגמת ההחמרה באה לביטוי בפסק דינו של ביהמ""ש העליון, מפי כב' השופט הנדל בע""פ 7241/12 טאטור נ' מדינת ישראל (ניתן ביום 12.2.13) - (להלן: ""טאטור""), שבו נדחה ערעור של מי שמסר אקדח לקרוב משפחתו על מנת שיירה בו במהלך חתונה ונידון ל- 9 חודשי מאסר בפועל, ושם נכתבו הדברים הבאים:
""... לא אחת עמד בית משפט זה על הצורך בנקיטת רף מחמיר כלפי עבירות נשק, גם כלפי אלו המצויות לכאורה בשלבים נמוכים יחסית של המדרג ... בע""פ 5604/11 נאסר נ' מדינת ישראל [פורסם בנבו] (5.10.2011) נאמר באשר לעבירת החזקת נשק כי היא ""מקימה סיכון ממשי וחמור לציבור ויוצרת פוטנציאל להסלמה עבריינית, ולפיכך מחייבת ליתן ביטוי עונשי הולם ומרתיע באמצעות הרחקת מבצע העבירה מן החברה לתקופה מסוימת"". באותו מקרה נגזרו 12 חודשי מאסר בפועל על אדם אשר הורשע בהחזקת אקדח וכדורים, וזאת על אף נסיבות לקולא שבהם (כך במקור) התאפיין המקרה הקונקרטי. חמורה היא אם כן עבירת החזקת הנשק, וחומרה יתירה נודעת לה מקום בו נעשה בנשק שימוש בפועל, כמו במקרה שלפנינו. המערער התבקש לתת את הנשק בו החזיק לצורך ירי בחתונה. לא פעם ולא פעמיים הסתיים אירוע מסוג זה בפגיעה בחפים מפשע שכל חטאם בהשתתפות בשמחה. בית המשפט המחוזי אף התייחס למארג עובדתי זה כתופעה שהפכה ל'מכה אזורית'"".","וע""פ 1323/13 רך חסן ואח' נגד מדינת ישראל (ניתן ביום 5.6.13)",0
"ע""פ 7241/12","""אכן נראה לנו כי הגיעה השעה להחמיר בעבירות של החזקת נשק ושימוש בו. נשק המוחזק שלא כדין עלול למצוא דרכו לידים עוינות ועלול גם לשמש למטרות פליליות. יריות שמחה באירועים יש בהן כדי לסכן חפים מפשע...""
32.	בשנים האחרונות, אכן בלטה בפסיקה המגמה להחמיר בענישה בעבירות נשק - ראו ע""פ 2251/11 נפאע נ' מדינת ישראל (ניתן ביום 4.12.11), ע""פ 4450/11 עספור נ' מדינת ישראל (ניתן ביום 8.2.12) וע""פ 1323/13 רך חסן ואח' נגד מדינת ישראל (ניתן ביום 5.6.13). מגמת ההחמרה באה לביטוי בפסק דינו של ביהמ""ש העליון, מפי כב' השופט הנדל בע""פ 7241/12 טאטור נ' מדינת ישראל (ניתן ביום 12.2.13) - (להלן: ""טאטור""), שבו נדחה ערעור של מי שמסר אקדח לקרוב משפחתו על מנת שיירה בו במהלך חתונה ונידון ל- 9 חודשי מאסר בפועל, ושם נכתבו הדברים הבאים:
""... לא אחת עמד בית משפט זה על הצורך בנקיטת רף מחמיר כלפי עבירות נשק, גם כלפי אלו המצויות לכאורה בשלבים נמוכים יחסית של המדרג ... בע""פ 5604/11 נאסר נ' מדינת ישראל [פורסם בנבו] (5.10.2011) נאמר באשר לעבירת החזקת נשק כי היא ""מקימה סיכון ממשי וחמור לציבור ויוצרת פוטנציאל להסלמה עבריינית, ולפיכך מחייבת ליתן ביטוי עונשי הולם ומרתיע באמצעות הרחקת מבצע העבירה מן החברה לתקופה מסוימת"". באותו מקרה נגזרו 12 חודשי מאסר בפועל על אדם אשר הורשע בהחזקת אקדח וכדורים, וזאת על אף נסיבות לקולא שבהם (כך במקור) התאפיין המקרה הקונקרטי. חמורה היא אם כן עבירת החזקת הנשק, וחומרה יתירה נודעת לה מקום בו נעשה בנשק שימוש בפועל, כמו במקרה שלפנינו. המערער התבקש לתת את הנשק בו החזיק לצורך ירי בחתונה. לא פעם ולא פעמיים הסתיים אירוע מסוג זה בפגיעה בחפים מפשע שכל חטאם בהשתתפות בשמחה. בית המשפט המחוזי אף התייחס למארג עובדתי זה כתופעה שהפכה ל'מכה אזורית'"".","מגמת ההחמרה באה לביטוי בפסק דינו של ביהמ""ש העליון, מפי כב' השופט הנדל בע""פ 7241/12 טאטור נ' מדינת ישראל (ניתן ביום 12.2.13) - (להלן: ""טאטור""), שבו נדחה ערעור של מי שמסר אקדח לקרוב משפחתו על מנת שיירה בו במהלך חתונה ונידון ל- 9 חודשי מאסר בפועל, ושם נכתבו הדברים הבאים:  
""... לא אחת עמד בית משפט זה על הצורך בנקיטת רף מחמיר כלפי עבירות נשק, גם כלפי אלו המצויות לכאורה בשלבים נמוכים יחסית של המדרג ... בע""פ 5604/11 נאסר נ' מדינת ישראל [פורסם בנבו] (5.10.2011) נאמר באשר לעבירת החזקת נשק כי היא ""מקימה סיכון ממשי וחמור לציבור ויוצרת פוטנציאל להסלמה עבריינית, ולפיכך מחייבת ליתן ביטוי עונשי הולם ומרתיע באמצעות הרחקת מבצע העבירה מן החברה לתקופה מסוימת"". באותו מקרה נגזרו 12 חודשי מאסר בפועל על אדם אשר הורשע בהחזקת אקדח וכדורים, וזאת על אף נסיבות לקולא שבהם (כך במקור) התאפיין המקרה הקונקרטי. חמורה היא אם כן עבירת החזקת הנשק, וחומרה יתירה נודעת לה מקום בו נעשה בנשק שימוש בפועל, כמו במקרה שלפנינו. המערער התבקש לתת את הנשק בו החזיק לצורך ירי בחתונה. לא פעם ולא פעמיים הסתיים אירוע מסוג זה בפגיעה בחפים מפשע שכל חטאם בהשתתפות בשמחה. בית המשפט המחוזי אף התייחס למארג עובדתי זה כתופעה שהפכה ל'מכה אזורית'"".",1
"ע""פ 5604/11","32.	בשנים האחרונות, אכן בלטה בפסיקה המגמה להחמיר בענישה בעבירות נשק - ראו ע""פ 2251/11 נפאע נ' מדינת ישראל (ניתן ביום 4.12.11), ע""פ 4450/11 עספור נ' מדינת ישראל (ניתן ביום 8.2.12) וע""פ 1323/13 רך חסן ואח' נגד מדינת ישראל (ניתן ביום 5.6.13). מגמת ההחמרה באה לביטוי בפסק דינו של ביהמ""ש העליון, מפי כב' השופט הנדל בע""פ 7241/12 טאטור נ' מדינת ישראל (ניתן ביום 12.2.13) - (להלן: ""טאטור""), שבו נדחה ערעור של מי שמסר אקדח לקרוב משפחתו על מנת שיירה בו במהלך חתונה ונידון ל- 9 חודשי מאסר בפועל, ושם נכתבו הדברים הבאים:
""... לא אחת עמד בית משפט זה על הצורך בנקיטת רף מחמיר כלפי עבירות נשק, גם כלפי אלו המצויות לכאורה בשלבים נמוכים יחסית של המדרג ... בע""פ 5604/11 נאסר נ' מדינת ישראל [פורסם בנבו] (5.10.2011) נאמר באשר לעבירת החזקת נשק כי היא ""מקימה סיכון ממשי וחמור לציבור ויוצרת פוטנציאל להסלמה עבריינית, ולפיכך מחייבת ליתן ביטוי עונשי הולם ומרתיע באמצעות הרחקת מבצע העבירה מן החברה לתקופה מסוימת"". באותו מקרה נגזרו 12 חודשי מאסר בפועל על אדם אשר הורשע בהחזקת אקדח וכדורים, וזאת על אף נסיבות לקולא שבהם (כך במקור) התאפיין המקרה הקונקרטי. חמורה היא אם כן עבירת החזקת הנשק, וחומרה יתירה נודעת לה מקום בו נעשה בנשק שימוש בפועל, כמו במקרה שלפנינו. המערער התבקש לתת את הנשק בו החזיק לצורך ירי בחתונה. לא פעם ולא פעמיים הסתיים אירוע מסוג זה בפגיעה בחפים מפשע שכל חטאם בהשתתפות בשמחה. בית המשפט המחוזי אף התייחס למארג עובדתי זה כתופעה שהפכה ל'מכה אזורית'"".
יוער כבר כאן כי במקרה שלפנינו, להבדיל מהמקרה של טאטור, לא נעשה כל שימוש בנשק לצורך ירי בחתונה והנשק אבד.","""... לא אחת עמד בית משפט זה על הצורך בנקיטת רף מחמיר כלפי עבירות נשק, גם כלפי אלו המצויות לכאורה בשלבים נמוכים יחסית של המדרג ... בע""פ 5604/11 נאסר נ' מדינת ישראל [פורסם בנבו] (5.10.2011) נאמר באשר לעבירת החזקת נשק כי היא ""מקימה סיכון ממשי וחמור לציבור ויוצרת פוטנציאל להסלמה עבריינית, ולפיכך מחייבת ליתן ביטוי עונשי הולם ומרתיע באמצעות הרחקת מבצע העבירה מן החברה לתקופה מסוימת"". באותו מקרה נגזרו 12 חודשי מאסר בפועל על אדם אשר הורשע בהחזקת אקדח וכדורים, וזאת על אף נסיבות לקולא שבהם (כך במקור) התאפיין המקרה הקונקרטי. חמורה היא אם כן עבירת החזקת הנשק, וחומרה יתירה נודעת לה מקום בו נעשה בנשק שימוש בפועל, כמו במקרה שלפנינו. המערער התבקש לתת את הנשק בו החזיק לצורך ירי בחתונה. לא פעם ולא פעמיים הסתיים אירוע מסוג זה בפגיעה בחפים מפשע שכל חטאם בהשתתפות בשמחה. בית המשפט המחוזי אף התייחס למארג עובדתי זה כתופעה שהפכה ל'מכה אזורית'"".",0
"ע""פ 7139/12","33.	בחינת הענישה הנוהגת מעלה, כי במקרים דומים למקרה שלפנינו הוטלו עונשי מאסר שרוצו בעבודות שירות, כך למשל נגזרו על נאשמים בנסיבות דומות העונשים הבאים:
(-)	ע""פ 7139/12 גורנו ליאור נגד מ""י (ניתן ביום 7.3.13): בית המשפט העליון הקל בעונשו של המערער שהורשע בשתי עבירות של החזקת נשק והעמידו על 6 חודשים  (תחת 8 חודשים) שירוצו בעבודות שירות, תוך התחשבות בעברו הנקי כמעט של המערער, חלוף שנים רבות מאז העבירות ואת העובדה שהמערער לא שב לעבירות וכן התפתחותו המקצועית והמשפחתית החיובית.
(-)	ע""פ 1505/14 לידאוי נגד מ""י (ניתן ביום 4.11.14): בית המשפט העליון הקל בעונשו של המערער שהורשע בעבירה של החזקת נשק והעמידו על 6 חודשים שירוצו בעבודות שירות (תחת 8 חודשים).","ע""פ 7139/12 גורנו ליאור נגד מ""י (ניתן ביום 7.3.13): בית המשפט העליון הקל בעונשו של המערער שהורשע בשתי עבירות של החזקת נשק והעמידו על 6 חודשים  (תחת 8 חודשים) שירוצו בעבודות שירות, תוך התחשבות בעברו הנקי כמעט של המערער, חלוף שנים רבות מאז העבירות ואת העובדה שהמערער לא שב לעבירות וכן התפתחותו המקצועית והמשפחתית החיובית.",1
"ע""פ 1505/14","(-)	ע""פ 7139/12 גורנו ליאור נגד מ""י (ניתן ביום 7.3.13): בית המשפט העליון הקל בעונשו של המערער שהורשע בשתי עבירות של החזקת נשק והעמידו על 6 חודשים  (תחת 8 חודשים) שירוצו בעבודות שירות, תוך התחשבות בעברו הנקי כמעט של המערער, חלוף שנים רבות מאז העבירות ואת העובדה שהמערער לא שב לעבירות וכן התפתחותו המקצועית והמשפחתית החיובית.
(-)	ע""פ 1505/14 לידאוי נגד מ""י (ניתן ביום 4.11.14): בית המשפט העליון הקל בעונשו של המערער שהורשע בעבירה של החזקת נשק והעמידו על 6 חודשים שירוצו בעבודות שירות (תחת 8 חודשים).
(-)	ע""פ 5713/10 אקרמן נ' מדינת ישראל, (ניתן ביום 1.3.11), הורשע מערער שהחזיק לבנת חבלה המכילה כ- 500 גרם חומר נפץ מרסק ואצבע חבלה המכילה כ- 100 גרם חומר נפץ מרסק.","ע""פ 1505/14 לידאוי נגד מ""י (ניתן ביום 4.11.14): בית המשפט העליון הקל בעונשו של המערער שהורשע בעבירה של החזקת נשק והעמידו על 6 חודשים שירוצו בעבודות שירות (תחת 8 חודשים).",1
"ע""פ 5713/10","(-)	ע""פ 1505/14 לידאוי נגד מ""י (ניתן ביום 4.11.14): בית המשפט העליון הקל בעונשו של המערער שהורשע בעבירה של החזקת נשק והעמידו על 6 חודשים שירוצו בעבודות שירות (תחת 8 חודשים).
(-)	ע""פ 5713/10 אקרמן נ' מדינת ישראל, (ניתן ביום 1.3.11), הורשע מערער שהחזיק לבנת חבלה המכילה כ- 500 גרם חומר נפץ מרסק ואצבע חבלה המכילה כ- 100 גרם חומר נפץ מרסק.
בימ""ש העליון הקל בעונש שנגזר עליו  והשית עליו 6 חודשי מאסר לריצוי בעבודות שירות לאור הודאתו, חרטתו ותיפקודו הנורמטיבי.","ע""פ 5713/10 אקרמן נ' מדינת ישראל, (ניתן ביום 1.3.11), הורשע מערער שהחזיק לבנת חבלה המכילה כ- 500 גרם חומר נפץ מרסק ואצבע חבלה המכילה כ- 100 גרם חומר נפץ מרסק.
בימ""ש העליון הקל בעונש שנגזר עליו  והשית עליו 6 חודשי מאסר לריצוי בעבודות שירות לאור הודאתו, חרטתו ותיפקודו הנורמטיבי.",1
"ע""פ (נצרת) 1330/06","בימ""ש המחוזי בחיפה לא התערב בעונש המאסר בפועל שנגזר עליו אלא רק החמיר במאסר המותנה ובגובה הקנס וזאת לאור הודאתו, התסקיר החיובי, ועובדת היותו אדם נורמטיבי.
(-)	ע""פ (נצרת) 1330/06 ח'טיב נ' מדינת ישראל, (ניתן ביום 6.3.07), דובר במערער שהחזיק בביתו נשק ותחמושת ונידון ל- 6 חודשי מאסר לריצוי במסגרת עבודות שירות ומע""ת לנוכח הודייתו, היעדר עבר פלילי והעובדה שהחזיק את הנשק לצורך סיפוק תחושת ביטחון אישי מאחר ובכפרו שרר מתח בין חמולות שלעיתים הפך לעימותים עקובים מדם.
בית המשפט המחוזי הקל בעונשו של המערער והעמידו על 3 חודשים שירוצו בעבודות שירות.","ע""פ (נצרת) 1330/06 ח'טיב נ' מדינת ישראל, (ניתן ביום 6.3.07), דובר במערער שהחזיק בביתו נשק ותחמושת ונידון ל- 6 חודשי מאסר לריצוי במסגרת עבודות שירות ומע""ת לנוכח הודייתו, היעדר עבר פלילי והעובדה שהחזיק את הנשק לצורך סיפוק תחושת ביטחון אישי מאחר ובכפרו שרר מתח בין חמולות שלעיתים הפך לעימותים עקובים מדם.  
בית המשפט המחוזי הקל בעונשו של המערער והעמידו על 3 חודשים שירוצו בעבודות שירות.",1
