citation,context_text,extracted_text,predicted_label
"ע""פ 4406/19","8.        הערכים החברתיים המוגנים שנפגעו כתוצאה מהעבירות שביצע הנאשם עניינם ההגנה על גופו, שלומו, וקניינו של הציבור, כמו גם על תחושת הביטחון האישי במרחב הציבורי. זאת בשל הפוטנציאל הקטלני הטמון בהחזקת נשק בלתי חוקי, כולל בקבוקי תבערה, אשר זמינותם אף מעודדת את השימוש בהם. לעניין זה כבר נקבע:
""על חומרתן הרבה של עבירות הנשק עמד בית משפט זה פעם אחר פעם. עבירות אלו הפכו זה מכבר ל""מכת מדינה"" בחברה הישראלית (ע""פ 4406/19 מדינת ישראל נ' סובח, פסקה 16 [פורסם בנבו](5.11.2019) ). הן מסכנות את שלום הציבור, גם בהיותן ""קרקע פורייה"" לביצוע עבירות אחרות – החל מעבירות איומים וכלה בעבירות המתה, ובשל יכולתן לגרום לפגיעות בגוף ובנפש"" (ע""פ 2165/23 מדינת ישראל נ' בלאל (4.5.2023).
הנסיבות הקשורות בביצוע העבירה","""על חומרתן הרבה של עבירות הנשק עמד בית משפט זה פעם אחר פעם. עבירות אלו הפכו זה מכבר ל""מכת מדינה"" בחברה הישראלית (ע""פ 4406/19 מדינת ישראל נ' סובח, פסקה 16 [פורסם בנבו](5.11.2019) ). הן מסכנות את שלום הציבור, גם בהיותן ""קרקע פורייה"" לביצוע עבירות אחרות – החל מעבירות איומים וכלה בעבירות המתה, ובשל יכולתן לגרום לפגיעות בגוף ובנפש""",0
"ע""פ 2165/23","8.        הערכים החברתיים המוגנים שנפגעו כתוצאה מהעבירות שביצע הנאשם עניינם ההגנה על גופו, שלומו, וקניינו של הציבור, כמו גם על תחושת הביטחון האישי במרחב הציבורי. זאת בשל הפוטנציאל הקטלני הטמון בהחזקת נשק בלתי חוקי, כולל בקבוקי תבערה, אשר זמינותם אף מעודדת את השימוש בהם. לעניין זה כבר נקבע:
""על חומרתן הרבה של עבירות הנשק עמד בית משפט זה פעם אחר פעם. עבירות אלו הפכו זה מכבר ל""מכת מדינה"" בחברה הישראלית (ע""פ 4406/19 מדינת ישראל נ' סובח, פסקה 16 [פורסם בנבו](5.11.2019) ). הן מסכנות את שלום הציבור, גם בהיותן ""קרקע פורייה"" לביצוע עבירות אחרות – החל מעבירות איומים וכלה בעבירות המתה, ובשל יכולתן לגרום לפגיעות בגוף ובנפש"" (ע""פ 2165/23 מדינת ישראל נ' בלאל (4.5.2023).
הנסיבות הקשורות בביצוע העבירה","""ן מסכנות את שלום הציבור, גם בהיותן ""קרקע פורייה"" לביצוע עבירות אחרות – החל מעבירות איומים וכלה בעבירות המתה, ובשל יכולתן לגרום לפגיעות בגוף ובנפש"" (ע""פ 2165/23 מדינת ישראל נ' בלאל (4.5.2023).",0
"ע""פ 6383/21","10.      בפסיקה שניתנה לאחרונה, עמד בית המשפט העליון על מצב החירום בו מצויה מדינת ישראל בכל הקשור לעבירות בנשק, אשר מחייב החמרה בענישה המוטלת על המורשעים בהן:
""לעיתים נכון להחמיר בענישה בגין סוגים מסוימים של עבירות בשל אופיין, ויש שנכון להחמיר בענישה בגין ביצוע עבירות מסוימות הואיל ובתקופה הרלוונטית הן הופכות לנפוצות ושגרתיות יותר, עד כי יש לסווגן כ""מכת מדינה"". בענייננו, עבירות הנשק דורשות החמרה בשל שני הנימוקים גם יחד. ממד החומרה שבהן נעוץ בזיקתן לכלי בעל כוח קטלני. ובראי התקופה – הפגיעה באינטרס הציבורי ובבטחון הפרט דורשת ענישה מחמירה, מעבר לזו שהייתה נקוטה בעבר."" (ע""פ 6383/21 קרויף נ' מדינת ישראל (13.2.202)).
באופן ספציפי, אף נקבע כי עבירות נשק שעניינן בקבוקי תבערה, מחייבות ענישה מחמירה:","""לעיתים נכון להחמיר בענישה בגין סוגים מסוימים של עבירות בשל אופיין, ויש שנכון להחמיר בענישה בגין ביצוע עבירות מסוימות הואיל ובתקופה הרלוונטית הן הופכות לנפוצות ושגרתיות יותר, עד כי יש לסווגן כ""מכת מדינה"". בענייננו, עבירות הנשק דורשות החמרה בשל שני הנימוקים גם יחד. ממד החומרה שבהן נעוץ בזיקתן לכלי בעל כוח קטלני. ובראי התקופה – הפגיעה באינטרס הציבורי ובבטחון הפרט דורשת ענישה מחמירה, מעבר לזו שהייתה נקוטה בעבר."" (ע""פ 6383/21 קרויף נ' מדינת ישראל (13.2.202))",0
"ע""פ 262/06","באופן ספציפי, אף נקבע כי עבירות נשק שעניינן בקבוקי תבערה, מחייבות ענישה מחמירה:
""סוג עבירות זה, שעניינן בקבוקי תבערה, מחייב ענישה מחמירה. תוצאותיו של בקבוק תבערה, וכבר היו דברים מעולם, עלולות להיות קשות ביותר, וראוי איפוא כי ייצא הקול שהענישה בכגון דא לא תהא קלה. בטחון הציבור אינו יכול להיות הפקר ונתון לאימה.."" (ע""פ 262/06 פלוני נ' מדינת ישראל (6.7.2006)).
11.       על רקע המגמה להחמיר בעונשם של מבצעי עבירות נשק, נכנס לתוקף ביום 8.12.2021 תיקון 140 לחוק העונשין, החל בעניינינו, הקובע עונש מזערי שלא יפחת מרבע העונש המרבי שנקבע בצד העבירה הספציפית.","סוג עבירות זה, שעניינן בקבוקי תבערה, מחייב ענישה מחמירה. תוצאותיו של בקבוק תבערה, וכבר היו דברים מעולם, עלולות להיות קשות ביותר, וראוי איפוא כי ייצא הקול שהענישה בכגון דא לא תהא קלה. בטחון הציבור אינו יכול להיות הפקר ונתון לאימה.."" (ע""פ 262/06 פלוני נ' מדינת ישראל (6.7.2006)).",0
"ת""פ (מחוזי ים) 64303-01-22","11.       על רקע המגמה להחמיר בעונשם של מבצעי עבירות נשק, נכנס לתוקף ביום 8.12.2021 תיקון 140 לחוק העונשין, החל בעניינינו, הקובע עונש מזערי שלא יפחת מרבע העונש המרבי שנקבע בצד העבירה הספציפית.
12.       בת""פ (מחוזי ים) 64303-01-22 מדינת ישראל נ' חמאדה (28.9.2022), נדון עניינו של נאשם שהורשע בעבירות ייצור נשק, נסיון הצתה וחבלה במזיד ברכב, לאחר שבעקבות סכסוך שכנים, ייצר בקבוק תבערה והשליך אותו לעבר רכבו של המתלונן. בקבוק התבערה פגע ברכב, גרם לשריטה בו והתגלגל במורד הרחוב. בית המשפט קבע מתחם עונש הולם הנע בין 24 ל- 50 חודשי מאסר, והשית על הנאשם 30 חודשי מאסר בפועל, לצד עונשים נלווים.
13.       בת""פ (מחוזי מרכז) 63084-07-21 מדינת ישראל נ' חסונה (30.4.2023), נדון עניינו של נאשם שהורשע בשתי עבירות של ייצור נשק- בקבוקי תבערה בצוותא, לאחר שעל רקע מהומות מבצע ""שומר החומות"", הכין 6 בקבוקי תבערה על מנת להשליכם לעבר רכבים בבעלות יהודית כנקמה על מותו של בן דודו. בהמשך, עשו אחרים שימוש בבקבוקי התבערה שהכין הנאשם, עת השליכו אותם לעבר מכוניות שחנו בחניון וגרמו להן לנזקים משמעותיים. בית המשפט קבע מתחם עונש הולם הנע בין 25 ל- 40 חודשי מאסר, והשית על הנאשם, צעיר ללא עבר פלילי, 25 חודשי מאסר בפועל, לצד עונשים נלווים. ערעור הנאשם על חומרת העונש תלוי ועומד (ע""פ 4436/23).","בת""פ (מחוזי ים) 64303-01-22 מדינת ישראל נ' חמאדה (28.9.2022), נדון עניינו של נאשם שהורשע בעבירות ייצור נשק, נסיון הצתה וחבלה במזיד ברכב, לאחר שבעקבות סכסוך שכנים, ייצר בקבוק תבערה והשליך אותו לעבר רכבו של המתלונן. בקבוק התבערה פגע ברכב, גרם לשריטה בו והתגלגל במורד הרחוב. בית המשפט קבע מתחם עונש הולם הנע בין 24 ל- 50 חודשי מאסר, והשית על הנאשם 30 חודשי מאסר בפועל, לצד עונשים נלווים.",1
"ת""פ (מחוזי מרכז) 63084-07-21","12.       בת""פ (מחוזי ים) 64303-01-22 מדינת ישראל נ' חמאדה (28.9.2022), נדון עניינו של נאשם שהורשע בעבירות ייצור נשק, נסיון הצתה וחבלה במזיד ברכב, לאחר שבעקבות סכסוך שכנים, ייצר בקבוק תבערה והשליך אותו לעבר רכבו של המתלונן. בקבוק התבערה פגע ברכב, גרם לשריטה בו והתגלגל במורד הרחוב. בית המשפט קבע מתחם עונש הולם הנע בין 24 ל- 50 חודשי מאסר, והשית על הנאשם 30 חודשי מאסר בפועל, לצד עונשים נלווים.
13.       בת""פ (מחוזי מרכז) 63084-07-21 מדינת ישראל נ' חסונה (30.4.2023), נדון עניינו של נאשם שהורשע בשתי עבירות של ייצור נשק- בקבוקי תבערה בצוותא, לאחר שעל רקע מהומות מבצע ""שומר החומות"", הכין 6 בקבוקי תבערה על מנת להשליכם לעבר רכבים בבעלות יהודית כנקמה על מותו של בן דודו. בהמשך, עשו אחרים שימוש בבקבוקי התבערה שהכין הנאשם, עת השליכו אותם לעבר מכוניות שחנו בחניון וגרמו להן לנזקים משמעותיים. בית המשפט קבע מתחם עונש הולם הנע בין 25 ל- 40 חודשי מאסר, והשית על הנאשם, צעיר ללא עבר פלילי, 25 חודשי מאסר בפועל, לצד עונשים נלווים. ערעור הנאשם על חומרת העונש תלוי ועומד (ע""פ 4436/23).
14.      בת""פ (מחוזי חיפה) 66385-03-22 מדינת ישראל נ' זאודה (10.1.2023), נדון עניינו של נאשם שהורשע בעבירות בנשק (החזקה ונשיאה), ניסיון הצתה והחזקת סם מסוכן לצריכה עצמית, לאחר שהגיע לבית עסק אליו כניסתו סורבה קודם לכן, כשהוא אוחז בבקבוק תבערה אותו הכין, השליכו לעבר בית העסק ונמלט מהמקום. בקבוק התבערה פגע בקיר העסק והחל לבעור, כאשר בסמוך לאחר מכן האש כובתה. בית המשפט קבע מתחם עונש הולם הנע בין  20 ל- 45 חודשי מאסר, והשית על הנאשם 24 חודשי מאסר בפועל, לצד עונשים נלווים. ערעור הנאשם על חומרת העונש נדחה, לאחר שחזר בו מהערעור בהמלצת בית המשפט (ע""פ 1554/23).","13.       בת""פ (מחוזי מרכז) 63084-07-21 מדינת ישראל נ' חסונה (30.4.2023), נדון עניינו של נאשם שהורשע בשתי עבירות של ייצור נשק- בקבוקי תבערה בצוותא, לאחר שעל רקע מהומות מבצע ""שומר החומות"", הכין 6 בקבוקי תבערה על מנת להשליכם לעבר רכבים בבעלות יהודית כנקמה על מותו של בן דודו. בהמשך, עשו אחרים שימוש בבקבוקי התבערה שהכין הנאשם, עת השליכו אותם לעבר מכוניות שחנו בחניון וגרמו להן לנזקים משמעותיים. בית המשפט קבע מתחם עונש הולם הנע בין 25 ל- 40 חודשי מאסר, והשית על הנאשם, צעיר ללא עבר פלילי, 25 חודשי מאסר בפועל, לצד עונשים נלווים. ערעור הנאשם על חומרת העונש תלוי ועומד (ע""פ 4436/23).",1
"ע""פ 4436/23","12.       בת""פ (מחוזי ים) 64303-01-22 מדינת ישראל נ' חמאדה (28.9.2022), נדון עניינו של נאשם שהורשע בעבירות ייצור נשק, נסיון הצתה וחבלה במזיד ברכב, לאחר שבעקבות סכסוך שכנים, ייצר בקבוק תבערה והשליך אותו לעבר רכבו של המתלונן. בקבוק התבערה פגע ברכב, גרם לשריטה בו והתגלגל במורד הרחוב. בית המשפט קבע מתחם עונש הולם הנע בין 24 ל- 50 חודשי מאסר, והשית על הנאשם 30 חודשי מאסר בפועל, לצד עונשים נלווים.
13.       בת""פ (מחוזי מרכז) 63084-07-21 מדינת ישראל נ' חסונה (30.4.2023), נדון עניינו של נאשם שהורשע בשתי עבירות של ייצור נשק- בקבוקי תבערה בצוותא, לאחר שעל רקע מהומות מבצע ""שומר החומות"", הכין 6 בקבוקי תבערה על מנת להשליכם לעבר רכבים בבעלות יהודית כנקמה על מותו של בן דודו. בהמשך, עשו אחרים שימוש בבקבוקי התבערה שהכין הנאשם, עת השליכו אותם לעבר מכוניות שחנו בחניון וגרמו להן לנזקים משמעותיים. בית המשפט קבע מתחם עונש הולם הנע בין 25 ל- 40 חודשי מאסר, והשית על הנאשם, צעיר ללא עבר פלילי, 25 חודשי מאסר בפועל, לצד עונשים נלווים. ערעור הנאשם על חומרת העונש תלוי ועומד (ע""פ 4436/23).
14.      בת""פ (מחוזי חיפה) 66385-03-22 מדינת ישראל נ' זאודה (10.1.2023), נדון עניינו של נאשם שהורשע בעבירות בנשק (החזקה ונשיאה), ניסיון הצתה והחזקת סם מסוכן לצריכה עצמית, לאחר שהגיע לבית עסק אליו כניסתו סורבה קודם לכן, כשהוא אוחז בבקבוק תבערה אותו הכין, השליכו לעבר בית העסק ונמלט מהמקום. בקבוק התבערה פגע בקיר העסק והחל לבעור, כאשר בסמוך לאחר מכן האש כובתה. בית המשפט קבע מתחם עונש הולם הנע בין  20 ל- 45 חודשי מאסר, והשית על הנאשם 24 חודשי מאסר בפועל, לצד עונשים נלווים. ערעור הנאשם על חומרת העונש נדחה, לאחר שחזר בו מהערעור בהמלצת בית המשפט (ע""פ 1554/23).","13.       בת""פ (מחוזי מרכז) 63084-07-21 מדינת ישראל נ' חסונה (30.4.2023), נדון עניינו של נאשם שהורשע בשתי עבירות של ייצור נשק- בקבוקי תבערה בצוותא, לאחר שעל רקע מהומות מבצע ""שומר החומות"", הכין 6 בקבוקי תבערה על מנת להשליכם לעבר רכבים בבעלות יהודית כנקמה על מותו של בן דודו. בהמשך, עשו אחרים שימוש בבקבוקי התבערה שהכין הנאשם, עת השליכו אותם לעבר מכוניות שחנו בחניון וגרמו להן לנזקים משמעותיים. בית המשפט קבע מתחם עונש הולם הנע בין 25 ל- 40 חודשי מאסר, והשית על הנאשם, צעיר ללא עבר פלילי, 25 חודשי מאסר בפועל, לצד עונשים נלווים. ערעור הנאשם על חומרת העונש תלוי ועומד (ע""פ 4436/23).",1
"ת""פ (מחוזי חיפה) 66385-03-22","13.       בת""פ (מחוזי מרכז) 63084-07-21 מדינת ישראל נ' חסונה (30.4.2023), נדון עניינו של נאשם שהורשע בשתי עבירות של ייצור נשק- בקבוקי תבערה בצוותא, לאחר שעל רקע מהומות מבצע ""שומר החומות"", הכין 6 בקבוקי תבערה על מנת להשליכם לעבר רכבים בבעלות יהודית כנקמה על מותו של בן דודו. בהמשך, עשו אחרים שימוש בבקבוקי התבערה שהכין הנאשם, עת השליכו אותם לעבר מכוניות שחנו בחניון וגרמו להן לנזקים משמעותיים. בית המשפט קבע מתחם עונש הולם הנע בין 25 ל- 40 חודשי מאסר, והשית על הנאשם, צעיר ללא עבר פלילי, 25 חודשי מאסר בפועל, לצד עונשים נלווים. ערעור הנאשם על חומרת העונש תלוי ועומד (ע""פ 4436/23).
14.      בת""פ (מחוזי חיפה) 66385-03-22 מדינת ישראל נ' זאודה (10.1.2023), נדון עניינו של נאשם שהורשע בעבירות בנשק (החזקה ונשיאה), ניסיון הצתה והחזקת סם מסוכן לצריכה עצמית, לאחר שהגיע לבית עסק אליו כניסתו סורבה קודם לכן, כשהוא אוחז בבקבוק תבערה אותו הכין, השליכו לעבר בית העסק ונמלט מהמקום. בקבוק התבערה פגע בקיר העסק והחל לבעור, כאשר בסמוך לאחר מכן האש כובתה. בית המשפט קבע מתחם עונש הולם הנע בין  20 ל- 45 חודשי מאסר, והשית על הנאשם 24 חודשי מאסר בפועל, לצד עונשים נלווים. ערעור הנאשם על חומרת העונש נדחה, לאחר שחזר בו מהערעור בהמלצת בית המשפט (ע""פ 1554/23).
15.         בת""פ (מחוזי ים) 34579-05-20 מדינת ישראל נ' מחמוד (23.11.2020), נדון עניינו של נאשם שהורשע בעבירה של ייצור נשק, לאחר שייצר לפחות בקבוק תבערה אחד מתוך מספר בקבוקי תבערה שנתפסו במהלך פעילות מג""ב. בית המשפט קבע מתחם עונש הולם הנע בין 14 ל- 36 חודשי מאסר, והשית על הנאשם, 17 חודשי מאסר בפועל, לצד עונשים נלווים.","בת""פ (מחוזי חיפה) 66385-03-22 מדינת ישראל נ' זאודה (10.1.2023), נדון עניינו של נאשם שהורשע בעבירות בנשק (החזקה ונשיאה), ניסיון הצתה והחזקת סם מסוכן לצריכה עצמית, לאחר שהגיע לבית עסק אליו כניסתו סורבה קודם לכן, כשהוא אוחז בבקבוק תבערה אותו הכין, השליכו לעבר בית העסק ונמלט מהמקום. בקבוק התבערה פגע בקיר העסק והחל לבעור, כאשר בסמוך לאחר מכן האש כובתה. בית המשפט קבע מתחם עונש הולם הנע בין  20 ל- 45 חודשי מאסר, והשית על הנאשם 24 חודשי מאסר בפועל, לצד עונשים נלווים. ערעור הנאשם על חומרת העונש נדחה, לאחר שחזר בו מהערעור בהמלצת בית המשפט (ע""פ 1554/23).",1
"ע""פ 1554/23","13.       בת""פ (מחוזי מרכז) 63084-07-21 מדינת ישראל נ' חסונה (30.4.2023), נדון עניינו של נאשם שהורשע בשתי עבירות של ייצור נשק- בקבוקי תבערה בצוותא, לאחר שעל רקע מהומות מבצע ""שומר החומות"", הכין 6 בקבוקי תבערה על מנת להשליכם לעבר רכבים בבעלות יהודית כנקמה על מותו של בן דודו. בהמשך, עשו אחרים שימוש בבקבוקי התבערה שהכין הנאשם, עת השליכו אותם לעבר מכוניות שחנו בחניון וגרמו להן לנזקים משמעותיים. בית המשפט קבע מתחם עונש הולם הנע בין 25 ל- 40 חודשי מאסר, והשית על הנאשם, צעיר ללא עבר פלילי, 25 חודשי מאסר בפועל, לצד עונשים נלווים. ערעור הנאשם על חומרת העונש תלוי ועומד (ע""פ 4436/23).
14.      בת""פ (מחוזי חיפה) 66385-03-22 מדינת ישראל נ' זאודה (10.1.2023), נדון עניינו של נאשם שהורשע בעבירות בנשק (החזקה ונשיאה), ניסיון הצתה והחזקת סם מסוכן לצריכה עצמית, לאחר שהגיע לבית עסק אליו כניסתו סורבה קודם לכן, כשהוא אוחז בבקבוק תבערה אותו הכין, השליכו לעבר בית העסק ונמלט מהמקום. בקבוק התבערה פגע בקיר העסק והחל לבעור, כאשר בסמוך לאחר מכן האש כובתה. בית המשפט קבע מתחם עונש הולם הנע בין  20 ל- 45 חודשי מאסר, והשית על הנאשם 24 חודשי מאסר בפועל, לצד עונשים נלווים. ערעור הנאשם על חומרת העונש נדחה, לאחר שחזר בו מהערעור בהמלצת בית המשפט (ע""פ 1554/23).
15.         בת""פ (מחוזי ים) 34579-05-20 מדינת ישראל נ' מחמוד (23.11.2020), נדון עניינו של נאשם שהורשע בעבירה של ייצור נשק, לאחר שייצר לפחות בקבוק תבערה אחד מתוך מספר בקבוקי תבערה שנתפסו במהלך פעילות מג""ב. בית המשפט קבע מתחם עונש הולם הנע בין 14 ל- 36 חודשי מאסר, והשית על הנאשם, 17 חודשי מאסר בפועל, לצד עונשים נלווים.","14.      בת""פ (מחוזי חיפה) 66385-03-22 מדינת ישראל נ' זאודה (10.1.2023), נדון עניינו של נאשם שהורשע בעבירות בנשק (החזקה ונשיאה), ניסיון הצתה והחזקת סם מסוכן לצריכה עצמית, לאחר שהגיע לבית עסק אליו כניסתו סורבה קודם לכן, כשהוא אוחז בבקבוק תבערה אותו הכין, השליכו לעבר בית העסק ונמלט מהמקום. בקבוק התבערה פגע בקיר העסק והחל לבעור, כאשר בסמוך לאחר מכן האש כובתה. בית המשפט קבע מתחם עונש הולם הנע בין  20 ל- 45 חודשי מאסר, והשית על הנאשם 24 חודשי מאסר בפועל, לצד עונשים נלווים. ערעור הנאשם על חומרת העונש נדחה, לאחר שחזר בו מהערעור בהמלצת בית המשפט (ע""פ 1554/23).",1
"ת""פ (מחוזי ים) 34579-05-20","14.      בת""פ (מחוזי חיפה) 66385-03-22 מדינת ישראל נ' זאודה (10.1.2023), נדון עניינו של נאשם שהורשע בעבירות בנשק (החזקה ונשיאה), ניסיון הצתה והחזקת סם מסוכן לצריכה עצמית, לאחר שהגיע לבית עסק אליו כניסתו סורבה קודם לכן, כשהוא אוחז בבקבוק תבערה אותו הכין, השליכו לעבר בית העסק ונמלט מהמקום. בקבוק התבערה פגע בקיר העסק והחל לבעור, כאשר בסמוך לאחר מכן האש כובתה. בית המשפט קבע מתחם עונש הולם הנע בין  20 ל- 45 חודשי מאסר, והשית על הנאשם 24 חודשי מאסר בפועל, לצד עונשים נלווים. ערעור הנאשם על חומרת העונש נדחה, לאחר שחזר בו מהערעור בהמלצת בית המשפט (ע""פ 1554/23).
15.         בת""פ (מחוזי ים) 34579-05-20 מדינת ישראל נ' מחמוד (23.11.2020), נדון עניינו של נאשם שהורשע בעבירה של ייצור נשק, לאחר שייצר לפחות בקבוק תבערה אחד מתוך מספר בקבוקי תבערה שנתפסו במהלך פעילות מג""ב. בית המשפט קבע מתחם עונש הולם הנע בין 14 ל- 36 חודשי מאסר, והשית על הנאשם, 17 חודשי מאסר בפועל, לצד עונשים נלווים.
16.      בנסיבות העניין, תוך בחינת הערכים החברתיים המוגנים שנפגעו מהעבירה שביצע הנאשם ומידת הפגיעה בהם, בחינת הנסיבות הקשורות בביצוע העבירה ומדיניות הענישה הנהוגה, סבור אני כי מתחם העונש ההולם במקרה דנן נע בין 24 ל- 48 חודשי מאסר בפועל, לצד ענישה נלווית הכוללת מאסר מתונה וקנס.","15.         בת""פ (מחוזי ים) 34579-05-20 מדינת ישראל נ' מחמוד (23.11.2020), נדון עניינו של נאשם שהורשע בעבירה של ייצור נשק, לאחר שייצר לפחות בקבוק תבערה אחד מתוך מספר בקבוקי תבערה שנתפסו במהלך פעילות מג""ב. בית המשפט קבע מתחם עונש הולם הנע בין 14 ל- 36 חודשי מאסר, והשית על הנאשם, 17 חודשי מאסר בפועל, לצד עונשים נלווים.",1
