citation,context_text,extracted_text,predicted_label
"ע""פ 4406/19","חומרתן של עבירות הנשק נדון חזור ושנה בפסיקה. עבירות אלו, על כל סוגיהן ומיניהן, הפכו ל""מכת מדינה"" היוצרת סיכון ממשי לשלום הציבור ולפגיעה באזרחים תמימים שאינם צד לסכסוך כזה או אחר. חומרת העבירות אינה מסתכמת בנזק שארע כתוצאה מהאירוע הקונקרטי, אלא בסיכון הפוטנציאלי שהיה טמון בביצוע העבירה. משכך, פסיקה עקבית של בית המשפט העליון קבעה כי על בתי המשפט לתרום תרומתם למיגור תופעת עבירות הנשק, על ידי החמרה חדה ובלתי מתפשרת בענישה, על מנת להעביר מסר נחרץ ולהרתיע מפני ביצוען, קל וחומר עת צדדים לסכסוך משתמשים בנשק לא חוקי כאמצעי איום והפחדה:
""השימוש בנשק חם ככלי ליישוב סכסוכים הפך לרעה חולה, וכמעשה של יום ביומו גובה חיי אדם ולעיתים אף את חייהם של חפים מפשע אשר כל חטאם היה כי התהלכו באותה עת ברחובה של עיר. בשנים האחרונות אף חלה עליה מתמדת במספר אירועי הירי המדווחים למשטרה...על רקע המציאות אותה אנו חווים למרבה הצער מדי יום, אנו עדים לקריאה ציבורית נרגשת להגברת האכיפה כלפי עבירות נשק – ולהחמרה במדיניות הענישה הנוהגת. בית משפט זה לא נותר אדיש למול השימוש הגובר בנשק חם, והדגיש לא אחת את הצורך בענישה מחמירה ומרתיעה כלפי השימוש בו לשם פתרון סכסוכים. זאת במיוחד כאשר השימוש בו נעשה בסביבת בתי מגורים"" (ע""פ 4406/19 מדינת ישראל נ' סובח, פס' 16-17 (5.11.2019)).
[ראו גם ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פס' 15 (23.1.2022); ע""פ 5602/22 מדינת ישראל נ' פלוני (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון (6.11.22); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פס' 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פס' 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פס' 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פס' 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פס' 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פס' 12-13 (19.12.21)].","""השימוש בנשק חם ככלי ליישוב סכסוכים הפך לרעה חולה, וכמעשה של יום ביומו גובה חיי אדם ולעיתים אף את חייהם של חפים מפשע אשר כל חטאם היה כי התהלכו באותה עת ברחובה של עיר. בשנים האחרונות אף חלה עליה מתמדת במספר אירועי הירי המדווחים למשטרה...על רקע המציאות אותה אנו חווים למרבה הצער מדי יום, אנו עדים לקריאה ציבורית נרגשת להגברת האכיפה כלפי עבירות נשק – ולהחמרה במדיניות הענישה הנוהגת. בית משפט זה לא נותר אדיש למול השימוש הגובר בנשק חם, והדגיש לא אחת את הצורך בענישה מחמירה ומרתיעה כלפי השימוש בו לשם פתרון סכסוכים. זאת במיוחד כאשר השימוש בו נעשה בסביבת בתי מגורים"" (ע""פ 4406/19 מדינת ישראל נ' סובח, פס' 16-17 (5.11.2019)).",0
"ע""פ 4456/21","""השימוש בנשק חם ככלי ליישוב סכסוכים הפך לרעה חולה, וכמעשה של יום ביומו גובה חיי אדם ולעיתים אף את חייהם של חפים מפשע אשר כל חטאם היה כי התהלכו באותה עת ברחובה של עיר. בשנים האחרונות אף חלה עליה מתמדת במספר אירועי הירי המדווחים למשטרה...על רקע המציאות אותה אנו חווים למרבה הצער מדי יום, אנו עדים לקריאה ציבורית נרגשת להגברת האכיפה כלפי עבירות נשק – ולהחמרה במדיניות הענישה הנוהגת. בית משפט זה לא נותר אדיש למול השימוש הגובר בנשק חם, והדגיש לא אחת את הצורך בענישה מחמירה ומרתיעה כלפי השימוש בו לשם פתרון סכסוכים. זאת במיוחד כאשר השימוש בו נעשה בסביבת בתי מגורים"" (ע""פ 4406/19 מדינת ישראל נ' סובח, פס' 16-17 (5.11.2019)).
[ראו גם ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פס' 15 (23.1.2022); ע""פ 5602/22 מדינת ישראל נ' פלוני (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון (6.11.22); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פס' 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פס' 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פס' 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פס' 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פס' 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פס' 12-13 (19.12.21)].
מגמת החמרה זו קיבלה ביטוי סטטוטורי גם בחקיקה, במסגרת תיקון 140 לחוק שנכנס לתוקף ביום 8.12.21, וחל בענייננו, בו נקבעו עונשי מינימום לעבירות נשק באשר הן, באופן שככלל, העונש שיושת בגין עבירות אלו, לא יפחת מרבע העונש המרבי שנקבע לעבירה.","ראו גם ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פס' 15 (23.1.2022);",0
"ע""פ 5602/22","""השימוש בנשק חם ככלי ליישוב סכסוכים הפך לרעה חולה, וכמעשה של יום ביומו גובה חיי אדם ולעיתים אף את חייהם של חפים מפשע אשר כל חטאם היה כי התהלכו באותה עת ברחובה של עיר. בשנים האחרונות אף חלה עליה מתמדת במספר אירועי הירי המדווחים למשטרה...על רקע המציאות אותה אנו חווים למרבה הצער מדי יום, אנו עדים לקריאה ציבורית נרגשת להגברת האכיפה כלפי עבירות נשק – ולהחמרה במדיניות הענישה הנוהגת. בית משפט זה לא נותר אדיש למול השימוש הגובר בנשק חם, והדגיש לא אחת את הצורך בענישה מחמירה ומרתיעה כלפי השימוש בו לשם פתרון סכסוכים. זאת במיוחד כאשר השימוש בו נעשה בסביבת בתי מגורים"" (ע""פ 4406/19 מדינת ישראל נ' סובח, פס' 16-17 (5.11.2019)).
[ראו גם ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פס' 15 (23.1.2022); ע""פ 5602/22 מדינת ישראל נ' פלוני (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון (6.11.22); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פס' 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פס' 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פס' 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פס' 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פס' 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פס' 12-13 (19.12.21)].
מגמת החמרה זו קיבלה ביטוי סטטוטורי גם בחקיקה, במסגרת תיקון 140 לחוק שנכנס לתוקף ביום 8.12.21, וחל בענייננו, בו נקבעו עונשי מינימום לעבירות נשק באשר הן, באופן שככלל, העונש שיושת בגין עבירות אלו, לא יפחת מרבע העונש המרבי שנקבע לעבירה.
מדיניות הענישה הנוהגת
צורך השעה הוא להחמיר בענישה בגין עבירות נשק תוך מתן משקל בכורה לשיקולי הרתעת היחיד והרבים (ע""פ 5602/22 מדינת ישראל נ' פלוני, פס' 15 (14.9.22); ע""פ 2482/22 מדינת ישראל נ' אחמד קדורה, פסקה 5-6 (14.4.2022); ע""פ 5813/21 מוחמד ג'בארין נ' מדינת ישראל, פסקה 14 (31.5.2022)). בענייננו, יש להתחשב בתכנון המעשה, ביצועו בצוותא, בסוג הנשק ובנזק שנגרם.
בע""פ 5336/16 סעיד אל רחים עזאם ואח' נ' מדינת ישראל (8.9.2016), נדחה ערעורם של שניים שהורשעו בשתי עבירות של היזק בחומר נפץ ונשיאת נשק. בעקבות סכסוך בין בת זוגו של המערער 2 לאחרת, השליך המערער 2 שני רימוני הלם, האחד ברחוב והשני לעבר מאפייה שבבעלות המשפחה המסוכסכת, שעה ששהו בה אנשים. נגרם נזק לרכוש. המערערים ללא עבר פלילי. למערער 1, שנהג ברכב, נקבע מתחם הנע בין 42-18 חודשי מאסר, נדון למאסר בן 18 חודשים; למערער 2 שהיה מעורב בהשלכת הרימון נקבע מתחם ענישה הנע בין 54-24 חודשי מאסר, והוא נדון למאסר בן 28 חודשים;","ע""פ 5602/22 מדינת ישראל נ' פלוני (14.9.22)

צורך השעה הוא להחמיר בענישה בגין עבירות נשק תוך מתן משקל בכורה לשיקולי הרתעת היחיד והרבים (ע""פ 5602/22 מדינת ישראל נ' פלוני, פס' 15 (14.9.22); ע""פ 2482/22 מדינת ישראל נ' אחמד קדורה, פסקה 5-6 (14.4.2022); ע""פ 5813/21 מוחמד ג'בארין נ' מדינת ישראל, פסקה 14 (31.5.2022)). בענייננו, יש להתחשב בתכנון המעשה, ביצועו בצוותא, בסוג הנשק ובנזק שנגרם.",0
"ע""פ 4103/22","""השימוש בנשק חם ככלי ליישוב סכסוכים הפך לרעה חולה, וכמעשה של יום ביומו גובה חיי אדם ולעיתים אף את חייהם של חפים מפשע אשר כל חטאם היה כי התהלכו באותה עת ברחובה של עיר. בשנים האחרונות אף חלה עליה מתמדת במספר אירועי הירי המדווחים למשטרה...על רקע המציאות אותה אנו חווים למרבה הצער מדי יום, אנו עדים לקריאה ציבורית נרגשת להגברת האכיפה כלפי עבירות נשק – ולהחמרה במדיניות הענישה הנוהגת. בית משפט זה לא נותר אדיש למול השימוש הגובר בנשק חם, והדגיש לא אחת את הצורך בענישה מחמירה ומרתיעה כלפי השימוש בו לשם פתרון סכסוכים. זאת במיוחד כאשר השימוש בו נעשה בסביבת בתי מגורים"" (ע""פ 4406/19 מדינת ישראל נ' סובח, פס' 16-17 (5.11.2019)).
[ראו גם ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פס' 15 (23.1.2022); ע""פ 5602/22 מדינת ישראל נ' פלוני (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון (6.11.22); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פס' 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פס' 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פס' 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פס' 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פס' 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פס' 12-13 (19.12.21)].
מגמת החמרה זו קיבלה ביטוי סטטוטורי גם בחקיקה, במסגרת תיקון 140 לחוק שנכנס לתוקף ביום 8.12.21, וחל בענייננו, בו נקבעו עונשי מינימום לעבירות נשק באשר הן, באופן שככלל, העונש שיושת בגין עבירות אלו, לא יפחת מרבע העונש המרבי שנקבע לעבירה.","ראו גם ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון (6.11.22)",0
"ע""פ 2033/21","""השימוש בנשק חם ככלי ליישוב סכסוכים הפך לרעה חולה, וכמעשה של יום ביומו גובה חיי אדם ולעיתים אף את חייהם של חפים מפשע אשר כל חטאם היה כי התהלכו באותה עת ברחובה של עיר. בשנים האחרונות אף חלה עליה מתמדת במספר אירועי הירי המדווחים למשטרה...על רקע המציאות אותה אנו חווים למרבה הצער מדי יום, אנו עדים לקריאה ציבורית נרגשת להגברת האכיפה כלפי עבירות נשק – ולהחמרה במדיניות הענישה הנוהגת. בית משפט זה לא נותר אדיש למול השימוש הגובר בנשק חם, והדגיש לא אחת את הצורך בענישה מחמירה ומרתיעה כלפי השימוש בו לשם פתרון סכסוכים. זאת במיוחד כאשר השימוש בו נעשה בסביבת בתי מגורים"" (ע""פ 4406/19 מדינת ישראל נ' סובח, פס' 16-17 (5.11.2019)).
[ראו גם ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פס' 15 (23.1.2022); ע""פ 5602/22 מדינת ישראל נ' פלוני (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון (6.11.22); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פס' 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פס' 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פס' 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פס' 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פס' 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פס' 12-13 (19.12.21)].
מגמת החמרה זו קיבלה ביטוי סטטוטורי גם בחקיקה, במסגרת תיקון 140 לחוק שנכנס לתוקף ביום 8.12.21, וחל בענייננו, בו נקבעו עונשי מינימום לעבירות נשק באשר הן, באופן שככלל, העונש שיושת בגין עבירות אלו, לא יפחת מרבע העונש המרבי שנקבע לעבירה.","[ראו גם ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פס' 8 (30.8.21)]",0
"ע""פ 6021/21","""השימוש בנשק חם ככלי ליישוב סכסוכים הפך לרעה חולה, וכמעשה של יום ביומו גובה חיי אדם ולעיתים אף את חייהם של חפים מפשע אשר כל חטאם היה כי התהלכו באותה עת ברחובה של עיר. בשנים האחרונות אף חלה עליה מתמדת במספר אירועי הירי המדווחים למשטרה...על רקע המציאות אותה אנו חווים למרבה הצער מדי יום, אנו עדים לקריאה ציבורית נרגשת להגברת האכיפה כלפי עבירות נשק – ולהחמרה במדיניות הענישה הנוהגת. בית משפט זה לא נותר אדיש למול השימוש הגובר בנשק חם, והדגיש לא אחת את הצורך בענישה מחמירה ומרתיעה כלפי השימוש בו לשם פתרון סכסוכים. זאת במיוחד כאשר השימוש בו נעשה בסביבת בתי מגורים"" (ע""פ 4406/19 מדינת ישראל נ' סובח, פס' 16-17 (5.11.2019)).
[ראו גם ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פס' 15 (23.1.2022); ע""פ 5602/22 מדינת ישראל נ' פלוני (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון (6.11.22); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פס' 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פס' 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פס' 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פס' 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פס' 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פס' 12-13 (19.12.21)].
מגמת החמרה זו קיבלה ביטוי סטטוטורי גם בחקיקה, במסגרת תיקון 140 לחוק שנכנס לתוקף ביום 8.12.21, וחל בענייננו, בו נקבעו עונשי מינימום לעבירות נשק באשר הן, באופן שככלל, העונש שיושת בגין עבירות אלו, לא יפחת מרבע העונש המרבי שנקבע לעבירה.","[ראו גם ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פס' 15 (23.1.2022); ע""פ 5602/22 מדינת ישראל נ' פלוני (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון (6.11.22); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פס' 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פס' 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פס' 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פס' 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פס' 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פס' 12-13 (19.12.21)].",0
"ע""פ 587/22","""השימוש בנשק חם ככלי ליישוב סכסוכים הפך לרעה חולה, וכמעשה של יום ביומו גובה חיי אדם ולעיתים אף את חייהם של חפים מפשע אשר כל חטאם היה כי התהלכו באותה עת ברחובה של עיר. בשנים האחרונות אף חלה עליה מתמדת במספר אירועי הירי המדווחים למשטרה...על רקע המציאות אותה אנו חווים למרבה הצער מדי יום, אנו עדים לקריאה ציבורית נרגשת להגברת האכיפה כלפי עבירות נשק – ולהחמרה במדיניות הענישה הנוהגת. בית משפט זה לא נותר אדיש למול השימוש הגובר בנשק חם, והדגיש לא אחת את הצורך בענישה מחמירה ומרתיעה כלפי השימוש בו לשם פתרון סכסוכים. זאת במיוחד כאשר השימוש בו נעשה בסביבת בתי מגורים"" (ע""פ 4406/19 מדינת ישראל נ' סובח, פס' 16-17 (5.11.2019)).
[ראו גם ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פס' 15 (23.1.2022); ע""פ 5602/22 מדינת ישראל נ' פלוני (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון (6.11.22); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פס' 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פס' 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פס' 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פס' 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פס' 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פס' 12-13 (19.12.21)].
מגמת החמרה זו קיבלה ביטוי סטטוטורי גם בחקיקה, במסגרת תיקון 140 לחוק שנכנס לתוקף ביום 8.12.21, וחל בענייננו, בו נקבעו עונשי מינימום לעבירות נשק באשר הן, באופן שככלל, העונש שיושת בגין עבירות אלו, לא יפחת מרבע העונש המרבי שנקבע לעבירה.","[ראו גם ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פס' 9-10 (22.5.22)]",0
"ע""פ 5780/21","""השימוש בנשק חם ככלי ליישוב סכסוכים הפך לרעה חולה, וכמעשה של יום ביומו גובה חיי אדם ולעיתים אף את חייהם של חפים מפשע אשר כל חטאם היה כי התהלכו באותה עת ברחובה של עיר. בשנים האחרונות אף חלה עליה מתמדת במספר אירועי הירי המדווחים למשטרה...על רקע המציאות אותה אנו חווים למרבה הצער מדי יום, אנו עדים לקריאה ציבורית נרגשת להגברת האכיפה כלפי עבירות נשק – ולהחמרה במדיניות הענישה הנוהגת. בית משפט זה לא נותר אדיש למול השימוש הגובר בנשק חם, והדגיש לא אחת את הצורך בענישה מחמירה ומרתיעה כלפי השימוש בו לשם פתרון סכסוכים. זאת במיוחד כאשר השימוש בו נעשה בסביבת בתי מגורים"" (ע""פ 4406/19 מדינת ישראל נ' סובח, פס' 16-17 (5.11.2019)).
[ראו גם ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פס' 15 (23.1.2022); ע""פ 5602/22 מדינת ישראל נ' פלוני (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון (6.11.22); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פס' 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פס' 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פס' 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פס' 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פס' 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פס' 12-13 (19.12.21)].
מגמת החמרה זו קיבלה ביטוי סטטוטורי גם בחקיקה, במסגרת תיקון 140 לחוק שנכנס לתוקף ביום 8.12.21, וחל בענייננו, בו נקבעו עונשי מינימום לעבירות נשק באשר הן, באופן שככלל, העונש שיושת בגין עבירות אלו, לא יפחת מרבע העונש המרבי שנקבע לעבירה.","ראו גם ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פס' 2 (14.12.21)",0
"ע""פ 2101/21","""השימוש בנשק חם ככלי ליישוב סכסוכים הפך לרעה חולה, וכמעשה של יום ביומו גובה חיי אדם ולעיתים אף את חייהם של חפים מפשע אשר כל חטאם היה כי התהלכו באותה עת ברחובה של עיר. בשנים האחרונות אף חלה עליה מתמדת במספר אירועי הירי המדווחים למשטרה...על רקע המציאות אותה אנו חווים למרבה הצער מדי יום, אנו עדים לקריאה ציבורית נרגשת להגברת האכיפה כלפי עבירות נשק – ולהחמרה במדיניות הענישה הנוהגת. בית משפט זה לא נותר אדיש למול השימוש הגובר בנשק חם, והדגיש לא אחת את הצורך בענישה מחמירה ומרתיעה כלפי השימוש בו לשם פתרון סכסוכים. זאת במיוחד כאשר השימוש בו נעשה בסביבת בתי מגורים"" (ע""פ 4406/19 מדינת ישראל נ' סובח, פס' 16-17 (5.11.2019)).
[ראו גם ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פס' 15 (23.1.2022); ע""פ 5602/22 מדינת ישראל נ' פלוני (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון (6.11.22); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פס' 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פס' 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פס' 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פס' 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פס' 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פס' 12-13 (19.12.21)].
מגמת החמרה זו קיבלה ביטוי סטטוטורי גם בחקיקה, במסגרת תיקון 140 לחוק שנכנס לתוקף ביום 8.12.21, וחל בענייננו, בו נקבעו עונשי מינימום לעבירות נשק באשר הן, באופן שככלל, העונש שיושת בגין עבירות אלו, לא יפחת מרבע העונש המרבי שנקבע לעבירה.","[ראו גם ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פס' 2 (29.7.21)]",0
"ע""פ 6068/21","""השימוש בנשק חם ככלי ליישוב סכסוכים הפך לרעה חולה, וכמעשה של יום ביומו גובה חיי אדם ולעיתים אף את חייהם של חפים מפשע אשר כל חטאם היה כי התהלכו באותה עת ברחובה של עיר. בשנים האחרונות אף חלה עליה מתמדת במספר אירועי הירי המדווחים למשטרה...על רקע המציאות אותה אנו חווים למרבה הצער מדי יום, אנו עדים לקריאה ציבורית נרגשת להגברת האכיפה כלפי עבירות נשק – ולהחמרה במדיניות הענישה הנוהגת. בית משפט זה לא נותר אדיש למול השימוש הגובר בנשק חם, והדגיש לא אחת את הצורך בענישה מחמירה ומרתיעה כלפי השימוש בו לשם פתרון סכסוכים. זאת במיוחד כאשר השימוש בו נעשה בסביבת בתי מגורים"" (ע""פ 4406/19 מדינת ישראל נ' סובח, פס' 16-17 (5.11.2019)).
[ראו גם ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פס' 15 (23.1.2022); ע""פ 5602/22 מדינת ישראל נ' פלוני (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון (6.11.22); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פס' 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פס' 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פס' 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פס' 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פס' 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פס' 12-13 (19.12.21)].
מגמת החמרה זו קיבלה ביטוי סטטוטורי גם בחקיקה, במסגרת תיקון 140 לחוק שנכנס לתוקף ביום 8.12.21, וחל בענייננו, בו נקבעו עונשי מינימום לעבירות נשק באשר הן, באופן שככלל, העונש שיושת בגין עבירות אלו, לא יפחת מרבע העונש המרבי שנקבע לעבירה.","[ראו גם ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פס' 12-13 (19.12.21)]",0
